tree,K,distribution,iteration,size,insert,lookup,remove
32VEB,32,cluster,6,8388608,25.5633,51.26,32.1703
32VEB,32,cluster,7,32,181.25,31.4,118.75
32VEB,32,cluster,7,64,78.125,17.18,315.625
32VEB,32,cluster,7,128,49.2188,14.64,53.125
32VEB,32,cluster,7,256,84.7656,21.12,44.1406
32VEB,32,cluster,7,512,54.8828,12.72,117.969
32VEB,32,cluster,7,1024,43.8477,13.83,37.3047
32VEB,32,cluster,7,2048,31.2988,19.8,44.3848
32VEB,32,cluster,7,4096,29.2969,26.53,35.1074
32VEB,32,cluster,7,8192,25.5493,39.06,32.4341
32VEB,32,cluster,7,16384,25.9583,40.88,31.9824
32VEB,32,cluster,7,32768,25.9613,41.98,32.7881
32VEB,32,cluster,7,65536,26.5335,40.22,32.0435
32VEB,32,cluster,7,131072,30.6938,39.28,33.1482
32VEB,32,cluster,7,262144,27.3167,52.85,32.6935
32VEB,32,cluster,7,524288,26.7712,42.09,33.2319
32VEB,32,cluster,7,1048576,26.8953,36.9,32.4104
32VEB,32,cluster,7,2097152,26.5345,44.81,32.0401
32VEB,32,cluster,7,4194304,25.9653,48.32,34.0785
32VEB,32,cluster,7,8388608,25.3268,50.96,31.8822
32VEB,32,cluster,8,32,175,12.03,106.25
32VEB,32,cluster,8,64,275,16.26,268.75
32VEB,32,cluster,8,128,49.2188,21.7,150.781
32VEB,32,cluster,8,256,86.3281,18.45,43.3594
32VEB,32,cluster,8,512,55.0781,11.96,38.6719
32VEB,32,cluster,8,1024,72.7539,17.73,33.7891
32VEB,32,cluster,8,2048,33.6426,15.61,32.8613
32VEB,32,cluster,8,4096,28.0518,20.06,33.1787
32VEB,32,cluster,8,8192,25.1465,35.45,33.2642
32VEB,32,cluster,8,16384,25.1343,31.93,38.2263
32VEB,32,cluster,8,32768,26.9867,35.77,36.5295
32VEB,32,cluster,8,65536,31.0516,39.82,31.9748
32VEB,32,cluster,8,131072,25.6271,41.83,33.2962
32VEB,32,cluster,8,262144,27.1507,38.76,31.5685
32VEB,32,cluster,8,524288,26.6966,40.95,33.3532
32VEB,32,cluster,8,1048576,26.7183,36.86,32.9743
32VEB,32,cluster,8,2097152,26.8044,44.29,32.5219
32VEB,32,cluster,8,4194304,26.3384,45.52,32.5262
32VEB,32,cluster,8,8388608,25.8894,65.15,32.3191
32VEB,32,cluster,9,32,187.5,12.76,118.75
32VEB,32,cluster,9,64,71.875,16.26,354.688
32VEB,32,cluster,9,128,53.9062,19.76,54.6875
32VEB,32,cluster,9,256,32.8125,15.95,117.188
32VEB,32,cluster,9,512,30.4688,15.22,36.3281
32VEB,32,cluster,9,1024,39.0625,13.99,35.7422
32VEB,32,cluster,9,2048,32.2754,21.02,35.7422
32VEB,32,cluster,9,4096,28.1006,23.63,32.4463
32VEB,32,cluster,9,8192,25.2319,44.13,32.9834
32VEB,32,cluster,9,16384,25.6042,40.29,35.083
32VEB,32,cluster,9,32768,28.0212,45.48,33.4869
32VEB,32,cluster,9,65536,25.8362,46.89,35.6827
32VEB,32,cluster,9,131072,26.7113,42.24,32.7484
32VEB,32,cluster,9,262144,28.632,38.15,32.8167
32VEB,32,cluster,9,524288,26.7925,37.27,32.0755
32VEB,32,cluster,9,1048576,27.3937,39.89,32.1674
32VEB,32,cluster,9,2097152,26.8312,40.85,32.3287
32VEB,32,cluster,9,4194304,25.9142,48.43,32.3442
32VEB,32,cluster,9,8388608,25.9876,58.76,32.7781
32VEB,32,normal,0,32,509.375,32.81,150
32VEB,32,normal,0,64,318.75,32.2,125
32VEB,32,normal,0,128,256.25,33.51,87.5
32VEB,32,normal,0,256,205.859,33.32,75.3906
32VEB,32,normal,0,512,171.875,34.3,67.5781
32VEB,32,normal,0,1024,158.008,35.09,63.8672
32VEB,32,normal,0,2048,140.869,36.55,71.2402
32VEB,32,normal,0,4096,131.592,38.69,100.659
32VEB,32,normal,0,8192,131.299,36.85,83.2153
32VEB,32,normal,0,16384,131.458,35.31,88.5254
32VEB,32,normal,0,32768,110.492,34.86,89.1602
32VEB,32,normal,0,65536,112.23,37.6,92.3492
32VEB,32,normal,0,131072,117.424,44.7,132.049
32VEB,32,normal,0,262144,157.885,57.37,169.691
32VEB,32,normal,0,524288,187.852,68.85,209.405
32VEB,32,normal,0,1048576,220.148,79.9,251.627
32VEB,32,normal,0,2097152,242.377,86.81,292.335
32VEB,32,normal,0,4194304,260.816,102.67,343.966
32VEB,32,normal,0,8388608,276.221,127.87,392.313
32VEB,32,normal,1,32,375,32.1,159.375
32VEB,32,normal,1,64,301.562,46.89,129.688
32VEB,32,normal,1,128,255.469,35.11,92.1875
32VEB,32,normal,1,256,196.875,37.93,77.3438
32VEB,32,normal,1,512,164.648,39.19,64.4531
32VEB,32,normal,1,1024,156.152,38.07,63.9648
32VEB,32,normal,1,2048,129.102,38.71,70.5078
32VEB,32,normal,1,4096,131.079,38.92,75.9277
32VEB,32,normal,1,8192,130.493,36.39,87.439
32VEB,32,normal,1,16384,131.219,35.97,87.6404
32VEB,32,normal,1,32768,126.63,39.55,99.234
32VEB,32,normal,1,65536,105.087,39.96,123.328
32VEB,32,normal,1,131072,124.347,45.35,133.644
32VEB,32,normal,1,262144,152.627,62.71,168.348
32VEB,32,normal,1,524288,195.733,68.01,212.088
32VEB,32,normal,1,1048576,220.331,76.16,252.325
32VEB,32,normal,1,2097152,242.851,85.08,293.444
32VEB,32,normal,1,4194304,255.521,100.65,343.727
32VEB,32,normal,1,8388608,275.912,116.94,389.415
32VEB,32,normal,2,32,393.75,31.07,159.375
32VEB,32,normal,2,64,312.5,35.01,131.25
32VEB,32,normal,2,128,254.688,36.72,95.3125
32VEB,32,normal,2,256,198.828,33.95,78.125
32VEB,32,normal,2,512,175.586,33.27,68.3594
32VEB,32,normal,2,1024,158.398,34.31,62.0117
32VEB,32,normal,2,2048,125.098,36.19,63.7207
32VEB,32,normal,2,4096,122.705,33.97,70.1904
32VEB,32,normal,2,8192,119.934,33.21,85.8521
32VEB,32,normal,2,16384,126.581,34.61,84.6741
32VEB,32,normal,2,32768,115.741,34.49,86.7615
32VEB,32,normal,2,65536,102.484,40.93,110.101
32VEB,32,normal,2,131072,121.936,44.01,133.562
32VEB,32,normal,2,262144,153.736,57.1,166.7
32VEB,32,normal,2,524288,187.49,68.9,210.715
32VEB,32,normal,2,1048576,218.423,76.45,250.344
32VEB,32,normal,2,2097152,244.04,86.43,293.779
32VEB,32,normal,2,4194304,255.841,99.9,342.534
32VEB,32,normal,2,8388608,277.121,117.56,388.669
32VEB,32,normal,3,32,393.75,33.39,184.375
32VEB,32,normal,3,64,560.938,40.45,185.938
32VEB,32,normal,3,128,360.938,35.86,95.3125
32VEB,32,normal,3,256,200.391,32.91,75.7812
32VEB,32,normal,3,512,174.805,34.05,67.9688
32VEB,32,normal,3,1024,157.031,33.92,63.4766
32VEB,32,normal,3,2048,131.201,37.01,70.2637
32VEB,32,normal,3,4096,135.62,37.68,81.2744
32VEB,32,normal,3,8192,144.177,37.18,100.22
32VEB,32,normal,3,16384,156.171,41.38,96.2524
32VEB,32,normal,3,32768,126.459,36.26,88.2904
32VEB,32,normal,3,65536,102.209,40.1,118.501
32VEB,32,normal,3,131072,125.076,48.12,132.648
32VEB,32,normal,3,262144,153.651,62.3,166.228
32VEB,32,normal,3,524288,186.173,84.67,208.708
32VEB,32,normal,3,1048576,220.28,79.5,253.686
32VEB,32,normal,3,2097152,244.603,88.49,295.484
32VEB,32,normal,3,4194304,256.85,101.62,345.29
32VEB,32,normal,3,8388608,275.27,118.88,390.112
32VEB,32,normal,4,32,393.75,36.78,171.875
32VEB,32,normal,4,64,373.438,35.61,125
32VEB,32,normal,4,128,366.406,33.77,101.562
32VEB,32,normal,4,256,197.266,32.25,76.5625
32VEB,32,normal,4,512,173.242,35.03,67.9688
32VEB,32,normal,4,1024,151.66,35.84,62.207
32VEB,32,normal,4,2048,131.299,40.83,69.8242
32VEB,32,normal,4,4096,130.615,36.33,80.542
32VEB,32,normal,4,8192,153.625,35.34,85.376
32VEB,32,normal,4,16384,131.635,35.74,98.1812
32VEB,32,normal,4,32768,115.68,37.99,94.986
32VEB,32,normal,4,65536,115.48,38.93,98.7793
32VEB,32,normal,4,131072,119.428,46.71,135.691
32VEB,32,normal,4,262144,153.981,56.95,168.52
32VEB,32,normal,4,524288,187.467,70.09,211.563
32VEB,32,normal,4,1048576,223.844,76.58,251.748
32VEB,32,normal,4,2097152,243.776,87.07,294.191
32VEB,32,normal,4,4194304,257.048,102.03,346.494
32VEB,32,normal,4,8388608,276.342,117.3,392.126
32VEB,32,normal,5,32,403.125,35.67,181.25
32VEB,32,normal,5,64,334.375,54.07,121.875
32VEB,32,normal,5,128,253.906,35.66,90.625
32VEB,32,normal,5,256,213.281,34.74,78.125
32VEB,32,normal,5,512,174.609,34.75,65.8203
32VEB,32,normal,5,1024,160.84,35.33,63.4766
32VEB,32,normal,5,2048,136.035,39.58,68.7012
32VEB,32,normal,5,4096,130.908,35.98,73.9746
32VEB,32,normal,5,8192,130.261,34.97,88.7817
32VEB,32,normal,5,16384,140.271,38.06,120.746
32VEB,32,normal,5,32768,116.534,35.71,90.3748
32VEB,32,normal,5,65536,116.628,48.64,99.5087
32VEB,32,normal,5,131072,120.733,46.87,164.304
32VEB,32,normal,5,262144,156.005,60.13,169.767
32VEB,32,normal,5,524288,186.838,68.1,211.645
32VEB,32,normal,5,1048576,218.649,88.01,250.444
32VEB,32,normal,5,2097152,245.27,84.96,293.305
32VEB,32,normal,5,4194304,256.231,100.94,345.105
32VEB,32,normal,5,8388608,275.181,119.17,389.555
32VEB,32,normal,6,32,506.25,34.14,184.375
32VEB,32,normal,6,64,325,47.71,135.938
32VEB,32,normal,6,128,261.719,33.99,100.781
32VEB,32,normal,6,256,221.094,33.79,81.6406
32VEB,32,normal,6,512,180.078,33.2,69.9219
32VEB,32,normal,6,1024,159.863,34.44,64.1602
32VEB,32,normal,6,2048,134.18,38.87,68.3105
32VEB,32,normal,6,4096,128.882,39.85,77.5635
32VEB,32,normal,6,8192,131.519,36.25,90.1978
32VEB,32,normal,6,16384,131.525,34.11,93.6707
32VEB,32,normal,6,32768,130.551,37.08,93.5059
32VEB,32,normal,6,65536,104.829,39.31,123.132
32VEB,32,normal,6,131072,123.545,49.66,133.868
32VEB,32,normal,6,262144,153.476,59.23,170.082
32VEB,32,normal,6,524288,188.324,67.68,209.661
32VEB,32,normal,6,1048576,219.164,77.58,252.826
32VEB,32,normal,6,2097152,244.52,85.49,295.19
32VEB,32,normal,6,4194304,258.626,99.35,345.231
32VEB,32,normal,6,8388608,277.141,124.5,392.471
32VEB,32,normal,7,32,400,34.22,165.625
32VEB,32,normal,7,64,315.625,35.47,132.812
32VEB,32,normal,7,128,316.406,35.04,97.6562
32VEB,32,normal,7,256,207.812,35.51,79.2969
32VEB,32,normal,7,512,178.711,46.57,75.3906
32VEB,32,normal,7,1024,163.086,36.62,67.1875
32VEB,32,normal,7,2048,134.033,40.16,69.6777
32VEB,32,normal,7,4096,130.542,36.67,74.4873
32VEB,32,normal,7,8192,134.375,36.75,90.3442
32VEB,32,normal,7,16384,132.629,36.56,87.7502
32VEB,32,normal,7,32768,112.177,49.51,113.315
32VEB,32,normal,7,65536,104.938,40.06,115.543
32VEB,32,normal,7,131072,121.259,46.09,132.71
32VEB,32,normal,7,262144,151.655,56.15,169.329
32VEB,32,normal,7,524288,186.177,68.2,210.719
32VEB,32,normal,7,1048576,219.294,78.87,249.192
32VEB,32,normal,7,2097152,243.271,85.64,298.039
32VEB,32,normal,7,4194304,256.692,102.3,349.566
32VEB,32,normal,7,8388608,275.528,116.15,392.981
32VEB,32,normal,8,32,403.125,35.87,171.875
32VEB,32,normal,8,64,315.625,35.72,150
32VEB,32,normal,8,128,385.938,36.18,107.031
32VEB,32,normal,8,256,210.156,33.81,82.0312
32VEB,32,normal,8,512,176.758,34.71,69.7266
32VEB,32,normal,8,1024,162.012,34.73,65.2344
32VEB,32,normal,8,2048,137.695,37.46,70.3613
32VEB,32,normal,8,4096,132.471,35.77,80.1758
32VEB,32,normal,8,8192,135.144,33.23,86.8896
32VEB,32,normal,8,16384,147.321,41.14,100.281
32VEB,32,normal,8,32768,112.042,36.03,98.5565
32VEB,32,normal,8,65536,116.689,41.72,102.455
32VEB,32,normal,8,131072,120.12,46.88,133.285
32VEB,32,normal,8,262144,154.903,57.65,169.231
32VEB,32,normal,8,524288,188.902,68.2,212.245
32VEB,32,normal,8,1048576,218.641,77.55,249.09
32VEB,32,normal,8,2097152,245.309,86.4,295.061
32VEB,32,normal,8,4194304,255.815,100.89,344.96
32VEB,32,normal,8,8388608,275.663,118.42,393.229
32VEB,32,normal,9,32,415.625,32.16,178.125
32VEB,32,normal,9,64,365.625,38.24,134.375
32VEB,32,normal,9,128,258.594,35.96,99.2188
32VEB,32,normal,9,256,214.062,35.37,82.4219
32VEB,32,normal,9,512,187.5,36.59,70.1172
32VEB,32,normal,9,1024,163.574,36.28,65.8203
32VEB,32,normal,9,2048,149.219,38.76,75.9766
32VEB,32,normal,9,4096,138.452,39.61,83.9111
32VEB,32,normal,9,8192,145.337,34.11,89.6851
32VEB,32,normal,9,16384,149.158,37.95,91.864
32VEB,32,normal,9,32768,117.303,37.97,92.1234
32VEB,32,normal,9,65536,115.828,40.18,99.3469
32VEB,32,normal,9,131072,122.079,45.31,131.363
32VEB,32,normal,9,262144,153.65,57.79,168.694
32VEB,32,normal,9,524288,187.388,67.84,211.324
32VEB,32,normal,9,1048576,225.405,76.89,250.945
32VEB,32,normal,9,2097152,245.085,84.49,295.45
32VEB,32,normal,9,4194304,256.224,98.91,344.683
32VEB,32,normal,9,8388608,276.821,123.27,392.782
32VEB,32,incProb,0,32,396.875,46.66,121.875
32VEB,32,incProb,0,64,259.375,53.76,115.625
32VEB,32,incProb,0,128,256.25,52.88,97.6562
32VEB,32,incProb,0,256,234.375,52.1,84.375
32VEB,32,incProb,0,512,224.414,50.44,76.1719
32VEB,32,incProb,0,1024,172.949,47.22,68.0664
32VEB,32,incProb,0,2048,155.518,48.87,70.459
32VEB,32,incProb,0,4096,141.772,47.04,60.8887
32VEB,32,incProb,0,8192,114.697,48.29,67.1021
32VEB,32,incProb,0,16384,113.843,44.38,70.874
32VEB,32,incProb,0,32768,114.322,45.67,107.922
32VEB,32,incProb,0,65536,129.465,56.23,139.178
32VEB,32,incProb,0,131072,146.324,79.59,159.432
32VEB,32,incProb,0,262144,155.174,100.34,167.327
32VEB,32,incProb,0,524288,170.377,134.49,237.25
32VEB,32,incProb,0,1048576,226.365,162.47,299.638
32VEB,32,incProb,0,2097152,284.992,203.51,336.408
32VEB,32,incProb,0,4194304,321.896,222.88,364.821
32VEB,32,incProb,0,8388608,347.506,233.13,415.219
32VEB,32,incProb,1,32,384.375,62.04,165.625
32VEB,32,incProb,1,64,278.125,60.91,134.375
32VEB,32,incProb,1,128,421.094,52.88,92.9688
32VEB,32,incProb,1,256,251.172,60.96,89.4531
32VEB,32,incProb,1,512,213.281,49.91,78.7109
32VEB,32,incProb,1,1024,183.105,47.53,71.582
32VEB,32,incProb,1,2048,164.551,48.19,64.4531
32VEB,32,incProb,1,4096,141.309,47.92,60.083
32VEB,32,incProb,1,8192,119.153,51.59,67.627
32VEB,32,incProb,1,16384,115.649,46.35,73.3582
32VEB,32,incProb,1,32768,114.722,61.55,99.6674
32VEB,32,incProb,1,65536,130.83,58.73,145.48
32VEB,32,incProb,1,131072,143.247,78.35,154.992
32VEB,32,incProb,1,262144,152.934,99.33,166.3
32VEB,32,incProb,1,524288,168.468,118.8,211.975
32VEB,32,incProb,1,1048576,227.428,166.24,307.929
32VEB,32,incProb,1,2097152,282.918,187.06,336.932
32VEB,32,incProb,1,4194304,320.916,202.93,363.21
32VEB,32,incProb,1,8388608,345.8,231,410.293
32VEB,32,incProb,2,32,400,62.06,175
32VEB,32,incProb,2,64,312.5,63.41,134.375
32VEB,32,incProb,2,128,306.25,61.57,100.781
32VEB,32,incProb,2,256,271.094,54.23,81.6406
32VEB,32,incProb,2,512,219.141,51.6,75.3906
32VEB,32,incProb,2,1024,183.984,48.76,69.6289
32VEB,32,incProb,2,2048,159.57,48.23,60.7422
32VEB,32,incProb,2,4096,145.776,47.12,59.4482
32VEB,32,incProb,2,8192,119.617,49.33,66.8213
32VEB,32,incProb,2,16384,114.081,45.78,72.0093
32VEB,32,incProb,2,32768,117.941,63.52,113.739
32VEB,32,incProb,2,65536,129.727,56.12,138.152
32VEB,32,incProb,2,131072,144.844,78.19,157.964
32VEB,32,incProb,2,262144,155.482,100.98,171.748
32VEB,32,incProb,2,524288,169.148,121.71,210.439
32VEB,32,incProb,2,1048576,224.832,165.37,306.499
32VEB,32,incProb,2,2097152,284.9,189.35,337.288
32VEB,32,incProb,2,4194304,320.9,202.06,362.174
32VEB,32,incProb,2,8388608,345.07,286.97,411.68
32VEB,32,incProb,3,32,400,54.02,159.375
32VEB,32,incProb,3,64,251.562,70.11,103.125
32VEB,32,incProb,3,128,253.125,51.14,85.1562
32VEB,32,incProb,3,256,252.734,50.8,84.7656
32VEB,32,incProb,3,512,208.398,48.42,76.1719
32VEB,32,incProb,3,1024,177.734,49.86,68.6523
32VEB,32,incProb,3,2048,151.562,49.59,60.791
32VEB,32,incProb,3,4096,140.381,45.58,59.082
32VEB,32,incProb,3,8192,119.519,48.12,67.8589
32VEB,32,incProb,3,16384,123.499,46.81,75.6592
32VEB,32,incProb,3,32768,116.116,46.86,90.2039
32VEB,32,incProb,3,65536,140.425,58.31,133.459
32VEB,32,incProb,3,131072,152.499,80.3,150.361
32VEB,32,incProb,3,262144,162.449,98.68,167.865
32VEB,32,incProb,3,524288,171.594,124.24,196.117
32VEB,32,incProb,3,1048576,223.168,167.5,308.589
32VEB,32,incProb,3,2097152,283.24,187.74,340.754
32VEB,32,incProb,3,4194304,319.617,201.45,360.161
32VEB,32,incProb,3,8388608,345.673,222.87,408.558
32VEB,32,incProb,4,32,421.875,50.25,150
32VEB,32,incProb,4,64,279.688,51.49,117.188
32VEB,32,incProb,4,128,362.5,55.48,95.3125
32VEB,32,incProb,4,256,246.094,59.74,84.375
32VEB,32,incProb,4,512,214.062,48.85,75.9766
32VEB,32,incProb,4,1024,179.492,49.7,67.4805
32VEB,32,incProb,4,2048,158.252,48.79,64.0137
32VEB,32,incProb,4,4096,146.265,47.03,67.041
32VEB,32,incProb,4,8192,117.688,48.84,66.4307
32VEB,32,incProb,4,16384,117.303,45.78,75.3296
32VEB,32,incProb,4,32768,115.143,65.38,113.763
32VEB,32,incProb,4,65536,131.786,56.93,138.437
32VEB,32,incProb,4,131072,139.262,77.35,161.507
32VEB,32,incProb,4,262144,158.072,104.63,166.045
32VEB,32,incProb,4,524288,167.925,120.86,210.401
32VEB,32,incProb,4,1048576,225.3,166.35,304.496
32VEB,32,incProb,4,2097152,283.518,189.16,340.597
32VEB,32,incProb,4,4194304,320.162,204.72,360.341
32VEB,32,incProb,4,8388608,345.586,236.13,412.167
32VEB,32,incProb,5,32,393.75,62.46,187.5
32VEB,32,incProb,5,64,301.562,55.44,125
32VEB,32,incProb,5,128,295.312,54.39,90.625
32VEB,32,incProb,5,256,250.391,50.43,83.2031
32VEB,32,incProb,5,512,217.969,49.9,75.5859
32VEB,32,incProb,5,1024,180.078,50.34,67.8711
32VEB,32,incProb,5,2048,156.104,48.93,63.623
32VEB,32,incProb,5,4096,148.779,48.67,65.0146
32VEB,32,incProb,5,8192,128.259,53.86,74.9023
32VEB,32,incProb,5,16384,134.93,53.57,92.0471
32VEB,32,incProb,5,32768,146.387,56.68,97.1893
32VEB,32,incProb,5,65536,147.069,56.79,136.632
32VEB,32,incProb,5,131072,145.798,85.01,149.637
32VEB,32,incProb,5,262144,155.406,101.65,166.943
32VEB,32,incProb,5,524288,172.882,181.69,239.06
32VEB,32,incProb,5,1048576,224.173,166.47,302.727
32VEB,32,incProb,5,2097152,283.072,188.59,340.461
32VEB,32,incProb,5,4194304,321.32,204.82,360.783
32VEB,32,incProb,5,8388608,345.645,225.66,411.309
32VEB,32,incProb,6,32,387.5,60.81,168.75
32VEB,32,incProb,6,64,279.688,58.44,121.875
32VEB,32,incProb,6,128,245.312,51.02,88.2812
32VEB,32,incProb,6,256,240.234,51.8,81.6406
32VEB,32,incProb,6,512,204.883,59.92,76.7578
32VEB,32,incProb,6,1024,176.172,49.71,66.0156
32VEB,32,incProb,6,2048,152.1,48.97,61.9141
32VEB,32,incProb,6,4096,145.898,47.28,64.8926
32VEB,32,incProb,6,8192,117.395,49.56,65.8691
32VEB,32,incProb,6,16384,117.334,46.77,75.354
32VEB,32,incProb,6,32768,114.914,46.11,118.262
32VEB,32,incProb,6,65536,128.433,56.24,146.584
32VEB,32,incProb,6,131072,145.677,77.12,187.424
32VEB,32,incProb,6,262144,157.556,100.63,167.724
32VEB,32,incProb,6,524288,169.642,131.47,237.178
32VEB,32,incProb,6,1048576,227.763,167.1,306.582
32VEB,32,incProb,6,2097152,283.361,185.57,338.768
32VEB,32,incProb,6,4194304,321.444,195.28,360.426
32VEB,32,incProb,6,8388608,346.114,229.82,413.434
32VEB,32,incProb,7,32,393.75,48.92,150
32VEB,32,incProb,7,64,289.062,86.2,145.312
32VEB,32,incProb,7,128,346.875,56.12,96.0938
32VEB,32,incProb,7,256,254.297,52.31,82.8125
32VEB,32,incProb,7,512,211.523,50.12,75.9766
32VEB,32,incProb,7,1024,183.301,50.5,67.9688
32VEB,32,incProb,7,2048,155.176,49.2,60.3027
32VEB,32,incProb,7,4096,140.186,46.94,61.7676
32VEB,32,incProb,7,8192,118.164,50.35,70.1294
32VEB,32,incProb,7,16384,124.854,50.78,78.2959
32VEB,32,incProb,7,32768,136.801,53.82,99.6185
32VEB,32,incProb,7,65536,161.359,66.29,150.148
32VEB,32,incProb,7,131072,144.099,104.21,152.251
32VEB,32,incProb,7,262144,158.191,101.2,168.627
32VEB,32,incProb,7,524288,171.42,120.86,190.865
32VEB,32,incProb,7,1048576,228.136,168.88,306.429
32VEB,32,incProb,7,2097152,286.639,187.74,336.682
32VEB,32,incProb,7,4194304,320.93,240.67,361.363
32VEB,32,incProb,7,8388608,347.231,243.87,411.791
32VEB,32,incProb,8,32,393.75,54.68,153.125
32VEB,32,incProb,8,64,278.125,53.39,115.625
32VEB,32,incProb,8,128,274.219,53.72,98.4375
32VEB,32,incProb,8,256,244.922,51.96,79.2969
32VEB,32,incProb,8,512,212.109,50.55,74.0234
32VEB,32,incProb,8,1024,173.047,47.15,63.6719
32VEB,32,incProb,8,2048,150.098,47.82,59.668
32VEB,32,incProb,8,4096,136.426,45.86,59.6924
32VEB,32,incProb,8,8192,113.782,48.99,67.3462
32VEB,32,incProb,8,16384,120.135,49.56,115.723
32VEB,32,incProb,8,32768,130.789,47.34,90.0085
32VEB,32,incProb,8,65536,144.086,58.04,121.89
32VEB,32,incProb,8,131072,140.856,149.09,177.921
32VEB,32,incProb,8,262144,154.611,107.98,166.511
32VEB,32,incProb,8,524288,173.433,134.89,238.124
32VEB,32,incProb,8,1048576,224.42,166.27,308.339
32VEB,32,incProb,8,2097152,281.965,187.22,338.119
32VEB,32,incProb,8,4194304,320.499,206.2,363.699
32VEB,32,incProb,8,8388608,345.693,224.83,413.038
32VEB,32,incProb,9,32,400,65.09,165.625
32VEB,32,incProb,9,64,279.688,57.22,121.875
32VEB,32,incProb,9,128,357.031,56.26,98.4375
32VEB,32,incProb,9,256,246.875,51.39,83.2031
32VEB,32,incProb,9,512,205.664,62.23,79.2969
32VEB,32,incProb,9,1024,180.859,48.59,70.1172
32VEB,32,incProb,9,2048,161.963,47,62.8906
32VEB,32,incProb,9,4096,139.771,48.04,60.1318
32VEB,32,incProb,9,8192,118.616,51.05,66.6626
32VEB,32,incProb,9,16384,114.6,46.62,72.9675
32VEB,32,incProb,9,32768,114.746,58.68,109.512
32VEB,32,incProb,9,65536,130.968,56.15,157.167
32VEB,32,incProb,9,131072,144.843,76.85,156.097
32VEB,32,incProb,9,262144,154.128,99.3,167.305
32VEB,32,incProb,9,524288,169.929,128.82,235.743
32VEB,32,incProb,9,1048576,224.243,166.15,307.377
32VEB,32,incProb,9,2097152,283.635,189.01,340.023
32VEB,32,incProb,9,4194304,321.097,203.22,362.786
32VEB,32,incProb,9,8388608,345.608,229.33,412.111
32VEB,32,decProb,0,32,415.625,42.7,134.375
32VEB,32,decProb,0,64,278.125,55.13,118.75
32VEB,32,decProb,0,128,310.156,53.6,94.5312
32VEB,32,decProb,0,256,242.188,51.26,82.0312
32VEB,32,decProb,0,512,209.961,48.27,77.1484
32VEB,32,decProb,0,1024,180.469,48.58,70.2148
32VEB,32,decProb,0,2048,155.469,49.37,61.9141
32VEB,32,decProb,0,4096,144.165,54.24,60.1807
32VEB,32,decProb,0,8192,119.8,48.03,66.4307
32VEB,32,decProb,0,16384,117.236,45.14,72.4915
32VEB,32,decProb,0,32768,115.61,45.57,85.5865
32VEB,32,decProb,0,65536,132.706,54.21,140.828
32VEB,32,decProb,0,131072,149.068,79.91,157.601
32VEB,32,decProb,0,262144,161.568,100.54,170.408
32VEB,32,decProb,0,524288,168.761,119.04,211.09
32VEB,32,decProb,0,1048576,224.905,168.37,304.361
32VEB,32,decProb,0,2097152,282.779,187.93,340.162
32VEB,32,decProb,0,4194304,321.696,202.06,361.556
32VEB,32,decProb,0,8388608,345.626,223,410.792
32VEB,32,decProb,1,32,434.375,40.45,156.25
32VEB,32,decProb,1,64,279.688,47.49,106.25
32VEB,32,decProb,1,128,261.719,47.59,92.1875
32VEB,32,decProb,1,256,252.734,49.08,85.1562
32VEB,32,decProb,1,512,209.57,47.85,75.5859
32VEB,32,decProb,1,1024,182.91,47.17,69.3359
32VEB,32,decProb,1,2048,161.914,47.51,61.1328
32VEB,32,decProb,1,4096,142.017,45.84,60.5225
32VEB,32,decProb,1,8192,119.958,51,65.8081
32VEB,32,decProb,1,16384,125.83,47.32,73.999
32VEB,32,decProb,1,32768,116.971,46.12,90.0055
32VEB,32,decProb,1,65536,141.537,58.7,119.131
32VEB,32,decProb,1,131072,146.293,95.34,151.398
32VEB,32,decProb,1,262144,160.057,104.3,169.058
32VEB,32,decProb,1,524288,168.262,119.86,207.268
32VEB,32,decProb,1,1048576,222.221,163.08,304.831
32VEB,32,decProb,1,2097152,283.325,192.22,337.566
32VEB,32,decProb,1,4194304,321.319,203.3,361.073
32VEB,32,decProb,1,8388608,345.329,225.13,411.07
32VEB,32,decProb,2,32,375,45.19,156.25
32VEB,32,decProb,2,64,245.312,56.44,100
32VEB,32,decProb,2,128,255.469,55.51,90.625
32VEB,32,decProb,2,256,273.047,52.43,80.4688
32VEB,32,decProb,2,512,204.297,46.99,73.2422
32VEB,32,decProb,2,1024,178.906,47.64,69.043
32VEB,32,decProb,2,2048,154.639,48,62.2559
32VEB,32,decProb,2,4096,140.674,46.57,61.2305
32VEB,32,decProb,2,8192,119.482,49.17,66.98
32VEB,32,decProb,2,16384,117.236,45.39,72.5281
32VEB,32,decProb,2,32768,116.916,88.57,101.715
32VEB,32,decProb,2,65536,131.065,56.3,141.681
32VEB,32,decProb,2,131072,143.808,78.43,160.032
32VEB,32,decProb,2,262144,157.229,126.43,170.271
32VEB,32,decProb,2,524288,171.31,132.48,233.266
32VEB,32,decProb,2,1048576,223.895,165.91,306.738
32VEB,32,decProb,2,2097152,283.634,190.63,334.661
32VEB,32,decProb,2,4194304,320.604,204.67,359.416
32VEB,32,decProb,2,8388608,345.896,223.94,411.642
32VEB,32,decProb,3,32,384.375,50.13,159.375
32VEB,32,decProb,3,64,295.312,60.28,118.75
32VEB,32,decProb,3,128,270.312,55.97,99.2188
32VEB,32,decProb,3,256,250,62.48,89.0625
