tree,K,distribution,iteration,size,insert,lookup,remove
32uVEBL,32,uniform,0,524288,499.089,379.77,623.222
32uVEBL,32,uniform,0,1048576,470.482,377.32,576.954
32uVEBL,32,uniform,0,2097152,556.066,425.32,599.871
32uVEBL,32,uniform,0,4194304,784.347,467.68,684.769
32uVEBL,32,uniform,0,8388608,997.847,540,805.799
32uVEBL,32,uniform,1,32,631.25,114.51,400
32uVEBL,32,uniform,1,64,496.875,124.03,331.25
32uVEBL,32,uniform,1,128,497.656,106.61,331.25
32uVEBL,32,uniform,1,256,526.953,97.37,367.188
32uVEBL,32,uniform,1,512,484.375,91.15,368.945
32uVEBL,32,uniform,1,1024,407.031,88.37,274.023
32uVEBL,32,uniform,1,2048,293.164,88.01,194.922
32uVEBL,32,uniform,1,4096,246.924,83.65,167.285
32uVEBL,32,uniform,1,8192,248.193,80.82,195.3
32uVEBL,32,uniform,1,16384,309.406,92.27,302.515
32uVEBL,32,uniform,1,32768,419.65,106.12,527.878
32uVEBL,32,uniform,1,65536,563.135,164.55,714.97
32uVEBL,32,uniform,1,131072,632.558,240.68,843.898
32uVEBL,32,uniform,1,262144,602.886,325.32,786.166
32uVEBL,32,uniform,1,524288,495.468,371.71,621.465
32uVEBL,32,uniform,1,1048576,471.999,379.31,582.766
32uVEBL,32,uniform,1,2097152,516.923,427.47,603.122
32uVEBL,32,uniform,1,4194304,583.817,491.58,687.919
32uVEBL,32,uniform,1,8388608,655.62,543.72,800.415
32uVEBL,32,uniform,2,32,512.5,112.42,262.5
32uVEBL,32,uniform,2,64,471.875,103.66,310.938
32uVEBL,32,uniform,2,128,496.094,101.51,291.406
32uVEBL,32,uniform,2,256,502.734,101.26,335.547
32uVEBL,32,uniform,2,512,540.234,90.67,380.273
32uVEBL,32,uniform,2,1024,395.605,85.49,293.066
32uVEBL,32,uniform,2,2048,294.531,87.47,213.672
32uVEBL,32,uniform,2,4096,252.148,84.38,204.565
32uVEBL,32,uniform,2,8192,253.711,80.52,200.317
32uVEBL,32,uniform,2,16384,291.608,90.86,381.726
32uVEBL,32,uniform,2,32768,412.732,167.69,513.098
32uVEBL,32,uniform,2,65536,558.298,160.12,718.912
32uVEBL,32,uniform,2,131072,651.022,246.59,862.553
32uVEBL,32,uniform,2,262144,619.93,363.41,803.302
32uVEBL,32,uniform,2,524288,499.551,373.97,625.427
32uVEBL,32,uniform,2,1048576,473.543,387.22,582.934
32uVEBL,32,uniform,2,2097152,510.121,432.43,607.069
32uVEBL,32,uniform,2,4194304,584.148,497.18,684.724
32uVEBL,32,uniform,2,8388608,655.679,549.62,803.466
32uVEBL,32,uniform,3,32,565.625,101.15,209.375
32uVEBL,32,uniform,3,64,1596.88,122.07,287.5
32uVEBL,32,uniform,3,128,423.438,99.26,267.969
32uVEBL,32,uniform,3,256,500.781,100.23,325
32uVEBL,32,uniform,3,512,501.758,93.76,407.812
32uVEBL,32,uniform,3,1024,400.293,88.62,275.293
32uVEBL,32,uniform,3,2048,301.172,90.43,222.9
32uVEBL,32,uniform,3,4096,252.783,84.9,167.676
32uVEBL,32,uniform,3,8192,265.735,104.19,220.898
32uVEBL,32,uniform,3,16384,299.664,90.93,316.705
32uVEBL,32,uniform,3,32768,415.961,104.37,501.337
32uVEBL,32,uniform,3,65536,567.262,161.73,716.624
32uVEBL,32,uniform,3,131072,626.574,237.3,834.015
32uVEBL,32,uniform,3,262144,593.354,328.93,782.458
32uVEBL,32,uniform,3,524288,497.34,365.21,651.32
32uVEBL,32,uniform,3,1048576,474.467,382.91,585.031
32uVEBL,32,uniform,3,2097152,512.572,497.02,605.537
32uVEBL,32,uniform,3,4194304,583.559,557.78,687.073
32uVEBL,32,uniform,3,8388608,656.369,545.87,805.581
32uVEBL,32,uniform,4,32,615.625,101.24,371.875
32uVEBL,32,uniform,4,64,482.812,111.86,321.875
32uVEBL,32,uniform,4,128,466.406,102.54,300.781
32uVEBL,32,uniform,4,256,474.609,95.76,336.328
32uVEBL,32,uniform,4,512,514.844,94.88,327.734
32uVEBL,32,uniform,4,1024,393.359,86.58,277.734
32uVEBL,32,uniform,4,2048,302.1,86.42,209.961
32uVEBL,32,uniform,4,4096,246.68,81.88,167.48
32uVEBL,32,uniform,4,8192,252.295,80.39,225.171
32uVEBL,32,uniform,4,16384,306.006,91.71,324.75
32uVEBL,32,uniform,4,32768,416.275,106.16,506.018
32uVEBL,32,uniform,4,65536,565.764,163.18,727.992
32uVEBL,32,uniform,4,131072,636.46,242.05,845.351
32uVEBL,32,uniform,4,262144,600.611,345.64,776.134
32uVEBL,32,uniform,4,524288,494.312,373.96,623.355
32uVEBL,32,uniform,4,1048576,472.038,385.54,590.099
32uVEBL,32,uniform,4,2097152,513.367,434.46,608.075
32uVEBL,32,uniform,4,4194304,583.111,493.21,690.337
32uVEBL,32,uniform,4,8388608,655.696,540.66,803.097
32uVEBL,32,uniform,5,32,500,97.5,215.625
32uVEBL,32,uniform,5,64,396.875,102.32,240.625
32uVEBL,32,uniform,5,128,485.938,100.85,321.094
32uVEBL,32,uniform,5,256,514.062,100.27,370.703
32uVEBL,32,uniform,5,512,529.492,97.97,401.562
32uVEBL,32,uniform,5,1024,450.293,105.43,318.457
32uVEBL,32,uniform,5,2048,338.379,100.31,248.975
32uVEBL,32,uniform,5,4096,310.84,104.23,231.152
32uVEBL,32,uniform,5,8192,329.395,104.71,235.84
32uVEBL,32,uniform,5,16384,342.285,92.27,307.269
32uVEBL,32,uniform,5,32768,416.214,103.82,603.275
32uVEBL,32,uniform,5,65536,633.595,159.47,769.078
32uVEBL,32,uniform,5,131072,688.892,328.51,934.155
32uVEBL,32,uniform,5,262144,598.597,324.05,775.85
32uVEBL,32,uniform,5,524288,498.736,372.79,632.28
32uVEBL,32,uniform,5,1048576,471.542,381.43,585.419
32uVEBL,32,uniform,5,2097152,513.115,435.99,606.539
32uVEBL,32,uniform,5,4194304,589.044,498.73,691.716
32uVEBL,32,uniform,5,8388608,659.86,560.38,805.461
32uVEBL,32,uniform,6,32,550,113.66,271.875
32uVEBL,32,uniform,6,64,437.5,123.14,253.125
32uVEBL,32,uniform,6,128,457.031,103.12,299.219
32uVEBL,32,uniform,6,256,502.734,98.69,329.688
32uVEBL,32,uniform,6,512,497.461,95.04,347.852
32uVEBL,32,uniform,6,1024,408.691,86.34,287.305
32uVEBL,32,uniform,6,2048,292.139,87.78,208.447
32uVEBL,32,uniform,6,4096,259.839,86.71,176.929
32uVEBL,32,uniform,6,8192,289.49,82.67,207.666
32uVEBL,32,uniform,6,16384,298.486,91.3,316.156
32uVEBL,32,uniform,6,32768,409.128,104.8,536.71
32uVEBL,32,uniform,6,65536,556.639,162.12,727.827
32uVEBL,32,uniform,6,131072,648.199,259.76,854.62
32uVEBL,32,uniform,6,262144,595.571,330.48,780.645
32uVEBL,32,uniform,6,524288,497.171,373.86,630.451
32uVEBL,32,uniform,6,1048576,476.614,385.76,585.139
32uVEBL,32,uniform,6,2097152,516.535,443.46,612.736
32uVEBL,32,uniform,6,4194304,586.021,498.79,693.486
32uVEBL,32,uniform,6,8388608,658.753,547.98,807.962
32uVEBL,32,uniform,7,32,509.375,100.53,225
32uVEBL,32,uniform,7,64,448.438,119.59,318.75
32uVEBL,32,uniform,7,128,448.438,102.56,309.375
32uVEBL,32,uniform,7,256,535.547,99.97,364.844
32uVEBL,32,uniform,7,512,506.445,97.04,373.438
32uVEBL,32,uniform,7,1024,404.98,88.63,289.551
32uVEBL,32,uniform,7,2048,299.463,88.4,217.92
32uVEBL,32,uniform,7,4096,255.176,84.47,172.876
32uVEBL,32,uniform,7,8192,248.218,96.29,257.239
32uVEBL,32,uniform,7,16384,299.799,90.84,318.286
32uVEBL,32,uniform,7,32768,411.99,106.96,516.632
32uVEBL,32,uniform,7,65536,554.578,164.44,708.817
32uVEBL,32,uniform,7,131072,680.079,293.8,861.206
32uVEBL,32,uniform,7,262144,596.767,331.77,783.134
32uVEBL,32,uniform,7,524288,497.629,373.68,636.984
32uVEBL,32,uniform,7,1048576,472.544,387.99,586.625
32uVEBL,32,uniform,7,2097152,514.348,446.68,614.703
32uVEBL,32,uniform,7,4194304,583.431,489.4,684.933
32uVEBL,32,uniform,7,8388608,655.483,548.97,801.769
32uVEBL,32,uniform,8,32,503.125,106.06,259.375
32uVEBL,32,uniform,8,64,435.938,119.67,248.438
32uVEBL,32,uniform,8,128,456.25,102.68,283.594
32uVEBL,32,uniform,8,256,520.703,99.84,335.938
32uVEBL,32,uniform,8,512,495.898,93.83,350.391
32uVEBL,32,uniform,8,1024,421.777,91.36,299.609
32uVEBL,32,uniform,8,2048,308.496,87.3,207.568
32uVEBL,32,uniform,8,4096,256.519,85.24,221.729
32uVEBL,32,uniform,8,8192,258.069,81.24,206.934
32uVEBL,32,uniform,8,16384,296.002,90.83,363.666
32uVEBL,32,uniform,8,32768,406.808,180.83,497.827
32uVEBL,32,uniform,8,65536,586.685,156.8,738.521
32uVEBL,32,uniform,8,131072,634.772,250.94,859.142
32uVEBL,32,uniform,8,262144,604.364,326.89,784.933
32uVEBL,32,uniform,8,524288,498.435,380.64,617.582
32uVEBL,32,uniform,8,1048576,474.265,386.32,588.565
32uVEBL,32,uniform,8,2097152,514.496,440.75,604.813
32uVEBL,32,uniform,8,4194304,584.389,491.51,687.287
32uVEBL,32,uniform,8,8388608,656.062,559.66,804.055
32uVEBL,32,uniform,9,32,631.25,105.5,315.625
32uVEBL,32,uniform,9,64,473.438,113.71,354.688
32uVEBL,32,uniform,9,128,463.281,101.44,314.062
32uVEBL,32,uniform,9,256,530.469,98.01,366.406
32uVEBL,32,uniform,9,512,533.594,95.22,377.344
32uVEBL,32,uniform,9,1024,416.309,86.29,291.602
32uVEBL,32,uniform,9,2048,307.959,86.6,207.373
32uVEBL,32,uniform,9,4096,256.128,84.18,178.638
32uVEBL,32,uniform,9,8192,249.548,80.61,260.962
32uVEBL,32,uniform,9,16384,291.168,90.75,316.156
32uVEBL,32,uniform,9,32768,412.024,108.28,496.454
32uVEBL,32,uniform,9,65536,561.392,158.35,741.032
32uVEBL,32,uniform,9,131072,644.661,254.28,849.476
32uVEBL,32,uniform,9,262144,601.844,337.81,805.102
32uVEBL,32,uniform,9,524288,497.582,371.29,624.063
32uVEBL,32,uniform,9,1048576,473.279,390.36,581.925
32uVEBL,32,uniform,9,2097152,513.152,427.01,608.384
32uVEBL,32,uniform,9,4194304,584.069,489.84,688.679
32uVEBL,32,uniform,9,8388608,656.008,579.79,808.241
32uVEBL,32,cluster,0,32,265.625,54.51,190.625
32uVEBL,32,cluster,0,64,384.375,92.19,135.938
32uVEBL,32,cluster,0,128,92.9688,58.63,99.2188
32uVEBL,32,cluster,0,256,69.9219,45.51,82.0312
32uVEBL,32,cluster,0,512,62.8906,47.3,75
32uVEBL,32,cluster,0,1024,71.2891,58.03,72.8516
32uVEBL,32,cluster,0,2048,61.5234,56.32,68.75
32uVEBL,32,cluster,0,4096,60.1318,58.33,71.9971
32uVEBL,32,cluster,0,8192,53.4302,67.77,68.689
32uVEBL,32,cluster,0,16384,54.8218,71.49,66.449
32uVEBL,32,cluster,0,32768,55.4504,71.81,79.2175
32uVEBL,32,cluster,0,65536,55.13,72.44,66.8243
32uVEBL,32,cluster,0,131072,60.408,76.55,68.9667
32uVEBL,32,cluster,0,262144,57.8243,72.57,71.2303
32uVEBL,32,cluster,0,524288,56.9139,80.25,75.7639
32uVEBL,32,cluster,0,1048576,56.703,80.1,66.9434
32uVEBL,32,cluster,0,2097152,58.2316,87.72,66.5739
32uVEBL,32,cluster,0,4194304,57.2938,95.99,66.8933
32uVEBL,32,cluster,0,8388608,59.4213,118.85,69.583
32uVEBL,32,cluster,1,32,293.75,52.88,212.5
32uVEBL,32,cluster,1,64,348.438,50.46,132.812
32uVEBL,32,cluster,1,128,107.031,51.47,111.719
32uVEBL,32,cluster,1,256,141.797,52.33,99.6094
32uVEBL,32,cluster,1,512,72.2656,53.98,83.0078
32uVEBL,32,cluster,1,1024,72.5586,55.85,75.5859
32uVEBL,32,cluster,1,2048,62.207,58.79,71.7773
32uVEBL,32,cluster,1,4096,56.5674,76.06,126.245
32uVEBL,32,cluster,1,8192,79.9805,86.01,68.1641
32uVEBL,32,cluster,1,16384,61.3342,76.93,73.4253
32uVEBL,32,cluster,1,32768,60.3516,75.64,71.9421
32uVEBL,32,cluster,1,65536,57.3349,96.44,69.9982
32uVEBL,32,cluster,1,131072,55.1369,75.57,71.0922
32uVEBL,32,cluster,1,262144,56.8684,75.35,70.7932
32uVEBL,32,cluster,1,524288,58.6918,82.21,68.3908
32uVEBL,32,cluster,1,1048576,55.5518,76.73,66.3649
32uVEBL,32,cluster,1,2097152,55.1073,83.84,66.3715
32uVEBL,32,cluster,1,4194304,55.2067,95.32,67.4293
32uVEBL,32,cluster,1,8388608,54.7523,115.32,66.5486
32uVEBL,32,cluster,2,32,275,44.62,218.75
32uVEBL,32,cluster,2,64,137.5,87.97,145.312
32uVEBL,32,cluster,2,128,92.1875,49.05,102.344
32uVEBL,32,cluster,2,256,71.875,44.21,89.4531
32uVEBL,32,cluster,2,512,68.5547,44.94,84.375
32uVEBL,32,cluster,2,1024,70.8984,43.86,71.875
32uVEBL,32,cluster,2,2048,62.207,58.86,70.5078
32uVEBL,32,cluster,2,4096,57.6416,70.79,67.3828
32uVEBL,32,cluster,2,8192,55.603,73.57,66.1255
32uVEBL,32,cluster,2,16384,57.2205,80.72,68.2617
32uVEBL,32,cluster,2,32768,69.3909,86.69,67.7673
32uVEBL,32,cluster,2,65536,61.499,77.19,68.8995
32uVEBL,32,cluster,2,131072,61.3869,75.74,71.2158
32uVEBL,32,cluster,2,262144,55.7533,123.32,90.8035
32uVEBL,32,cluster,2,524288,58.6945,76.37,68.2692
32uVEBL,32,cluster,2,1048576,58.5942,80.23,66.8961
32uVEBL,32,cluster,2,2097152,55.1603,87.87,67.1885
32uVEBL,32,cluster,2,4194304,54.4659,95.78,66.9199
32uVEBL,32,cluster,2,8388608,55.9807,124.4,67.7927
32uVEBL,32,cluster,3,32,303.125,50.57,196.875
32uVEBL,32,cluster,3,64,125,78.91,385.938
32uVEBL,32,cluster,3,128,100,51.89,96.875
32uVEBL,32,cluster,3,256,128.125,41.9,81.6406
32uVEBL,32,cluster,3,512,91.7969,45.54,75.7812
32uVEBL,32,cluster,3,1024,84.8633,56.17,72.8516
32uVEBL,32,cluster,3,2048,64.4043,57.31,71.0449
32uVEBL,32,cluster,3,4096,59.8877,67.99,81.2256
32uVEBL,32,cluster,3,8192,63.7329,66.63,70.5811
32uVEBL,32,cluster,3,16384,58.075,70.84,66.4551
32uVEBL,32,cluster,3,32768,54.7089,77.64,65.5304
32uVEBL,32,cluster,3,65536,54.4464,75.15,76.1871
32uVEBL,32,cluster,3,131072,56.2073,76.15,70.3369
32uVEBL,32,cluster,3,262144,57.0759,72.06,70.0912
32uVEBL,32,cluster,3,524288,56.4489,77.45,67.4273
32uVEBL,32,cluster,3,1048576,62.3945,83.35,69.838
32uVEBL,32,cluster,3,2097152,55.9143,87.07,66.7897
32uVEBL,32,cluster,3,4194304,55.4959,98.01,67.4233
32uVEBL,32,cluster,3,8388608,55.8428,114.61,68.2412
32uVEBL,32,cluster,4,32,281.25,45.89,193.75
32uVEBL,32,cluster,4,64,128.125,88.3,132.812
32uVEBL,32,cluster,4,128,90.625,53.47,92.9688
32uVEBL,32,cluster,4,256,69.1406,46.33,82.4219
32uVEBL,32,cluster,4,512,85.5469,105.72,178.32
32uVEBL,32,cluster,4,1024,79.8828,52.23,72.4609
32uVEBL,32,cluster,4,2048,61.4258,54.83,71.0449
32uVEBL,32,cluster,4,4096,56.8359,60.46,75.9033
32uVEBL,32,cluster,4,8192,54.2358,73.79,64.7949
32uVEBL,32,cluster,4,16384,53.6194,74.53,70.3064
32uVEBL,32,cluster,4,32768,53.3173,76.27,65.3534
32uVEBL,32,cluster,4,65536,64.003,73.41,66.0965
32uVEBL,32,cluster,4,131072,56.0471,127.18,67.8711
32uVEBL,32,cluster,4,262144,56.9672,74.45,70.8733
32uVEBL,32,cluster,4,524288,57.4362,78.63,67.938
32uVEBL,32,cluster,4,1048576,56.9572,81.19,69.5981
32uVEBL,32,cluster,4,2097152,57.0403,88.09,69.0477
32uVEBL,32,cluster,4,4194304,56.8815,98.79,68.139
32uVEBL,32,cluster,4,8388608,55.9719,119.28,68.2674
32uVEBL,32,cluster,5,32,271.875,56.87,190.625
32uVEBL,32,cluster,5,64,123.438,93.61,129.688
32uVEBL,32,cluster,5,128,99.2188,61.16,92.9688
32uVEBL,32,cluster,5,256,126.953,51.82,81.25
32uVEBL,32,cluster,5,512,124.023,53.32,74.4141
32uVEBL,32,cluster,5,1024,73.8281,63.24,72.7539
32uVEBL,32,cluster,5,2048,64.3066,60,68.5547
32uVEBL,32,cluster,5,4096,59.8145,65.74,67.6025
32uVEBL,32,cluster,5,8192,62.9761,70.9,72.522
32uVEBL,32,cluster,5,16384,84.3262,71.66,70.1111
32uVEBL,32,cluster,5,32768,58.1268,69.73,66.9037
32uVEBL,32,cluster,5,65536,66.1591,75.06,72.8531
32uVEBL,32,cluster,5,131072,58.2497,76.24,71.1494
32uVEBL,32,cluster,5,262144,62.6469,76.52,69.2261
32uVEBL,32,cluster,5,524288,60.3308,84.92,67.359
32uVEBL,32,cluster,5,1048576,58.2166,78.01,68.1536
32uVEBL,32,cluster,5,2097152,58.9046,103.17,66.8652
32uVEBL,32,cluster,5,4194304,57.1965,103.86,66.8725
32uVEBL,32,cluster,5,8388608,57.0394,118.87,67.1342
32uVEBL,32,cluster,6,32,278.125,63.06,190.625
32uVEBL,32,cluster,6,64,134.375,81.89,418.75
32uVEBL,32,cluster,6,128,103.906,66.21,99.2188
32uVEBL,32,cluster,6,256,127.344,53.57,81.25
32uVEBL,32,cluster,6,512,71.4844,55.31,74.4141
32uVEBL,32,cluster,6,1024,73.5352,58.87,68.6523
32uVEBL,32,cluster,6,2048,64.6484,58.43,66.0645
32uVEBL,32,cluster,6,4096,60.5469,62.93,76.8066
32uVEBL,32,cluster,6,8192,58.96,71.79,69.1406
32uVEBL,32,cluster,6,16384,59.5886,73.24,90.9119
32uVEBL,32,cluster,6,32768,61.3831,70.23,67.0074
32uVEBL,32,cluster,6,65536,61.9064,79.38,70.314
32uVEBL,32,cluster,6,131072,58.7982,76.65,71.9719
32uVEBL,32,cluster,6,262144,60.6705,74.28,69.6251
32uVEBL,32,cluster,6,524288,61.5768,78.31,67.9964
32uVEBL,32,cluster,6,1048576,57.5446,77.25,66.8556
32uVEBL,32,cluster,6,2097152,58.3971,91.92,66.1481
32uVEBL,32,cluster,6,4194304,58.8453,100.33,67.7628
32uVEBL,32,cluster,6,8388608,58.5432,116.45,68.4069
32uVEBL,32,cluster,7,32,275,56.43,190.625
32uVEBL,32,cluster,7,64,148.438,95.23,170.312
32uVEBL,32,cluster,7,128,96.0938,55.48,98.4375
32uVEBL,32,cluster,7,256,80.8594,50.7,81.6406
32uVEBL,32,cluster,7,512,101.953,56.06,74.4141
32uVEBL,32,cluster,7,1024,74.9023,51.45,72.7539
32uVEBL,32,cluster,7,2048,64.8926,53.74,71.2891
32uVEBL,32,cluster,7,4096,59.9365,61.6,82.7637
32uVEBL,32,cluster,7,8192,61.8774,71.5,68.0664
32uVEBL,32,cluster,7,16384,57.9041,74.06,65.4175
32uVEBL,32,cluster,7,32768,58.3344,75.3,87.439
32uVEBL,32,cluster,7,65536,58.6014,81.47,66.7984
32uVEBL,32,cluster,7,131072,64.4119,83.64,69.5358
32uVEBL,32,cluster,7,262144,60.9367,73.09,71.5157
32uVEBL,32,cluster,7,524288,61.6211,79.04,69.5847
32uVEBL,32,cluster,7,1048576,59.6636,84.35,67.7139
32uVEBL,32,cluster,7,2097152,60.6015,143.92,68.1765
32uVEBL,32,cluster,7,4194304,58.6115,102.25,68.2319
32uVEBL,32,cluster,7,8388608,58.347,117.3,68.1423
32uVEBL,32,cluster,8,32,293.75,71.63,218.75
32uVEBL,32,cluster,8,64,123.438,92.5,126.562
32uVEBL,32,cluster,8,128,254.688,57.88,96.0938
32uVEBL,32,cluster,8,256,125.781,51.04,83.2031
32uVEBL,32,cluster,8,512,90.625,51.14,76.3672
32uVEBL,32,cluster,8,1024,73.1445,52.39,69.9219
32uVEBL,32,cluster,8,2048,70.459,57.93,68.5059
32uVEBL,32,cluster,8,4096,61.6211,58.81,77.0752
32uVEBL,32,cluster,8,8192,58.7402,76.71,68.689
32uVEBL,32,cluster,8,16384,60.1929,69.13,69.1223
32uVEBL,32,cluster,8,32768,58.963,74.01,81.0425
32uVEBL,32,cluster,8,65536,60.1608,82.44,69.9722
32uVEBL,32,cluster,8,131072,63.3423,78.02,68.2465
32uVEBL,32,cluster,8,262144,59.9102,76.81,71.796
32uVEBL,32,cluster,8,524288,59.376,75.94,69.0342
32uVEBL,32,cluster,8,1048576,58.3464,79.1,67.3622
32uVEBL,32,cluster,8,2097152,61.7783,108.89,67.5631
32uVEBL,32,cluster,8,4194304,57.8952,99.69,67.1484
32uVEBL,32,cluster,8,8388608,57.5016,115.81,66.8012
32uVEBL,32,cluster,9,32,278.125,50.31,187.5
32uVEBL,32,cluster,9,64,345.312,92.15,370.312
32uVEBL,32,cluster,9,128,103.906,64.43,98.4375
32uVEBL,32,cluster,9,256,78.5156,51.68,81.6406
32uVEBL,32,cluster,9,512,96.4844,51.55,74.8047
32uVEBL,32,cluster,9,1024,74.3164,51.58,70.9961
32uVEBL,32,cluster,9,2048,71.7773,56.46,70.0195
32uVEBL,32,cluster,9,4096,70.1904,57.64,72.8516
32uVEBL,32,cluster,9,8192,59.3994,77.79,68.7622
32uVEBL,32,cluster,9,16384,58.3557,104.18,80.3162
32uVEBL,32,cluster,9,32768,56.5857,79.09,66.864
32uVEBL,32,cluster,9,65536,57.5455,76.87,71.3623
32uVEBL,32,cluster,9,131072,56.0654,82.14,72.657
32uVEBL,32,cluster,9,262144,58.5773,76.66,69.5763
32uVEBL,32,cluster,9,524288,59.2842,75.19,67.0835
32uVEBL,32,cluster,9,1048576,59.2193,77.9,67.2615
32uVEBL,32,cluster,9,2097152,59.3128,87.09,71.0154
32uVEBL,32,cluster,9,4194304,58.5086,99.18,66.9827
32uVEBL,32,cluster,9,8388608,59.1433,116.74,67.8863
32uVEBL,32,normal,0,32,565.625,86.25,300
32uVEBL,32,normal,0,64,621.875,85.36,406.25
32uVEBL,32,normal,0,128,485.938,91.16,324.219
32uVEBL,32,normal,0,256,400.391,83.93,283.203
32uVEBL,32,normal,0,512,329.297,82.9,217.773
32uVEBL,32,normal,0,1024,302.539,79.46,216.504
32uVEBL,32,normal,0,2048,319.775,80.11,243.799
32uVEBL,32,normal,0,4096,373.95,78.14,323.95
32uVEBL,32,normal,0,8192,435.461,103.8,561.267
32uVEBL,32,normal,0,16384,529.504,81.86,746.722
32uVEBL,32,normal,0,32768,547.888,92.65,730.872
32uVEBL,32,normal,0,65536,467.889,101.05,580.992
32uVEBL,32,normal,0,131072,403.989,113.14,495.974
32uVEBL,32,normal,0,262144,405.397,130.7,457.484
32uVEBL,32,normal,0,524288,413.273,144.34,466.452
32uVEBL,32,normal,0,1048576,465.56,164.34,548.551
32uVEBL,32,normal,0,2097152,553.837,188.74,696.706
32uVEBL,32,normal,0,4194304,618.14,228.21,829.188
32uVEBL,32,normal,0,8388608,807.005,239.56,1247.8
32uVEBL,32,normal,1,32,640.625,86.45,390.625
32uVEBL,32,normal,1,64,656.25,89.64,465.625
32uVEBL,32,normal,1,128,505.469,87,373.438
32uVEBL,32,normal,1,256,392.578,87.84,271.094
32uVEBL,32,normal,1,512,307.422,87.04,192.578
32uVEBL,32,normal,1,1024,314.844,81.04,210.742
32uVEBL,32,normal,1,2048,297.9,83.08,228.564
32uVEBL,32,normal,1,4096,365.259,76.52,327.661
32uVEBL,32,normal,1,8192,441.467,73.54,499.353
32uVEBL,32,normal,1,16384,594.525,83.86,687.421
32uVEBL,32,normal,1,32768,565.967,94.79,706.012
32uVEBL,32,normal,1,65536,466.55,99.1,579.126
32uVEBL,32,normal,1,131072,398.183,112.44,489.443
32uVEBL,32,normal,1,262144,393.494,126.87,456.877
32uVEBL,32,normal,1,524288,412.856,143.51,464.068
32uVEBL,32,normal,1,1048576,470.521,163.07,547.682
32uVEBL,32,normal,1,2097152,555.351,187.17,700.331
32uVEBL,32,normal,1,4194304,616.553,213.46,830.855
32uVEBL,32,normal,1,8388608,642.578,251.01,871.591
32uVEBL,32,normal,2,32,675,84.86,400
32uVEBL,32,normal,2,64,584.375,83.81,418.75
32uVEBL,32,normal,2,128,496.875,84.99,374.219
32uVEBL,32,normal,2,256,417.969,86.42,294.141
32uVEBL,32,normal,2,512,348.438,80.84,236.523
32uVEBL,32,normal,2,1024,328.711,76.82,219.141
32uVEBL,32,normal,2,2048,340.283,80.3,235.205
32uVEBL,32,normal,2,4096,354.321,76.54,326.636
32uVEBL,32,normal,2,8192,437.549,72.99,532.532
32uVEBL,32,normal,2,16384,550.037,85.54,751.221
32uVEBL,32,normal,2,32768,551.923,90.8,730.756
32uVEBL,32,normal,2,65536,478.755,109.01,582.323
32uVEBL,32,normal,2,131072,406.622,137.03,491.629
32uVEBL,32,normal,2,262144,384.653,127.29,469.017
32uVEBL,32,normal,2,524288,415.3,153.21,465.476
32uVEBL,32,normal,2,1048576,466.392,175.71,545.039
32uVEBL,32,normal,2,2097152,553.002,184.09,697.298
32uVEBL,32,normal,2,4194304,617.447,211.06,827.014
32uVEBL,32,normal,2,8388608,661.577,287.12,872.094
32uVEBL,32,normal,3,32,668.75,86.75,443.75
32uVEBL,32,normal,3,64,654.688,87.29,479.688
32uVEBL,32,normal,3,128,522.656,83.97,413.281
32uVEBL,32,normal,3,256,372.656,82.81,272.266
32uVEBL,32,normal,3,512,325.586,83.27,211.523
32uVEBL,32,normal,3,1024,291.699,78.79,208.008
32uVEBL,32,normal,3,2048,360.352,80.47,216.504
32uVEBL,32,normal,3,4096,375.879,75.74,325.22
32uVEBL,32,normal,3,8192,436.426,71.61,537.695
32uVEBL,32,normal,3,16384,550.098,81.31,729.803
32uVEBL,32,normal,3,32768,552.283,101.09,713.73
32uVEBL,32,normal,3,65536,459.111,162.76,576.137
32uVEBL,32,normal,3,131072,414.428,147.8,495.882
32uVEBL,32,normal,3,262144,387.931,126.36,457.877
32uVEBL,32,normal,3,524288,413.234,144.47,467.944
32uVEBL,32,normal,3,1048576,472.186,164.63,545.974
32uVEBL,32,normal,3,2097152,553.59,190.48,693.494
32uVEBL,32,normal,3,4194304,620.089,211.46,826.774
32uVEBL,32,normal,3,8388608,641.97,250.53,872.858
32uVEBL,32,normal,4,32,606.25,85.53,371.875
32uVEBL,32,normal,4,64,645.312,93.48,459.375
32uVEBL,32,normal,4,128,591.406,82.63,407.812
32uVEBL,32,normal,4,256,389.844,82.28,322.656
32uVEBL,32,normal,4,512,327.344,90.63,222.656
32uVEBL,32,normal,4,1024,290.723,80.08,191.602
32uVEBL,32,normal,4,2048,297.51,81.28,241.748
32uVEBL,32,normal,4,4096,370.85,75.09,338.989
32uVEBL,32,normal,4,8192,432.629,72.18,623.035
32uVEBL,32,normal,4,16384,538.153,80.15,744.464
32uVEBL,32,normal,4,32768,555.759,92.28,738.242
32uVEBL,32,normal,4,65536,480.574,100.86,575.621
32uVEBL,32,normal,4,131072,409.589,117.96,493.404
32uVEBL,32,normal,4,262144,390.479,126.51,457.463
32uVEBL,32,normal,4,524288,416.083,144.29,465.744
32uVEBL,32,normal,4,1048576,470.705,162.51,548.256
32uVEBL,32,normal,4,2097152,553.338,184.75,699.951
32uVEBL,32,normal,4,4194304,619.018,212.36,832.439
32uVEBL,32,normal,4,8388608,642.021,251.49,866.683
