tree,K,distribution,threads,iteration,size,insert,lookup,remove
uVEB32LT,32,decProb,8,2,16384,305.701,11.72,263.873
uVEB32LT,32,decProb,8,2,32768,333.536,11.01,288.519
uVEB32LT,32,decProb,8,2,65536,342.526,11.84,335.052
uVEB32LT,32,decProb,8,2,131072,390.68,15.4,401.651
uVEB32LT,32,decProb,8,2,262144,440.493,22.2,504.596
uVEB32LT,32,decProb,8,2,524288,476.359,37.7,585.938
uVEB32LT,32,decProb,8,2,1048576,489.386,202.19,607.073
uVEB32LT,32,decProb,8,2,2097152,503.679,51.49,595.099
uVEB32LT,32,decProb,8,3,32,3093.75,14.42,359.375
uVEB32LT,32,decProb,8,3,64,482.812,25.01,276.562
uVEB32LT,32,decProb,8,3,128,389.062,15.13,264.062
uVEB32LT,32,decProb,8,3,256,357.812,15.64,250.391
uVEB32LT,32,decProb,8,3,512,342.969,25.07,260.938
uVEB32LT,32,decProb,8,3,1024,301.758,15.65,260.938
uVEB32LT,32,decProb,8,3,2048,322.705,14.95,252.49
uVEB32LT,32,decProb,8,3,4096,326.562,14.27,260.083
uVEB32LT,32,decProb,8,3,8192,434.363,12.91,256.628
uVEB32LT,32,decProb,8,3,16384,303.333,15.26,313.177
uVEB32LT,32,decProb,8,3,32768,316.745,10.56,288.495
uVEB32LT,32,decProb,8,3,65536,362.766,15.93,340.382
uVEB32LT,32,decProb,8,3,131072,402.318,14.51,400.602
uVEB32LT,32,decProb,8,3,262144,461.548,97.28,476.368
uVEB32LT,32,decProb,8,3,524288,476.805,35.97,533.139
uVEB32LT,32,decProb,8,3,1048576,489.557,114.11,631.16
uVEB32LT,32,decProb,8,3,2097152,497.506,50.5,599.558
uVEB32LT,32,decProb,8,4,32,2993.75,22.32,309.375
uVEB32LT,32,decProb,8,4,64,428.125,17.4,314.062
uVEB32LT,32,decProb,8,4,128,398.438,16.26,247.656
uVEB32LT,32,decProb,8,4,256,344.922,17.31,261.719
uVEB32LT,32,decProb,8,4,512,304.688,16.02,253.32
uVEB32LT,32,decProb,8,4,1024,351.953,15.51,347.266
uVEB32LT,32,decProb,8,4,2048,305.664,15.12,248.193
uVEB32LT,32,decProb,8,4,4096,305.151,13.87,257.178
uVEB32LT,32,decProb,8,4,8192,297.791,12.74,254.065
uVEB32LT,32,decProb,8,4,16384,350.555,16.57,265.588
uVEB32LT,32,decProb,8,4,32768,354.123,12.12,286.481
uVEB32LT,32,decProb,8,4,65536,357.047,11.94,335.744
uVEB32LT,32,decProb,8,4,131072,404.361,14.85,431.512
uVEB32LT,32,decProb,8,4,262144,446.835,24.68,482.456
uVEB32LT,32,decProb,8,4,524288,491.83,35.63,545.425
uVEB32LT,32,decProb,8,4,1048576,484.151,45.05,614.27
uVEB32LT,32,decProb,8,4,2097152,503.532,51.27,599.269
uVEB32LT,32,decProb,8,5,32,3040.62,16.28,309.375
uVEB32LT,32,decProb,8,5,64,679.688,26.03,281.25
uVEB32LT,32,decProb,8,5,128,375,16.51,246.875
uVEB32LT,32,decProb,8,5,256,336.719,16.94,250.391
uVEB32LT,32,decProb,8,5,512,315.82,16.18,274.609
uVEB32LT,32,decProb,8,5,1024,324.121,15.95,249.414
uVEB32LT,32,decProb,8,5,2048,329.639,14.71,254.395
uVEB32LT,32,decProb,8,5,4096,329.028,13.79,255.42
uVEB32LT,32,decProb,8,5,8192,544.043,34.54,273.718
uVEB32LT,32,decProb,8,5,16384,318.665,11.71,262.744
uVEB32LT,32,decProb,8,5,32768,331.769,10.95,307.892
uVEB32LT,32,decProb,8,5,65536,365.701,11.8,336.221
uVEB32LT,32,decProb,8,5,131072,423.756,15.53,402.901
uVEB32LT,32,decProb,8,5,262144,465.145,22.89,491.106
uVEB32LT,32,decProb,8,5,524288,502.281,35.74,548.52
uVEB32LT,32,decProb,8,5,1048576,492.275,45.03,616.051
uVEB32LT,32,decProb,8,5,2097152,511.87,52.46,609.276
uVEB32LT,32,decProb,8,6,32,3068.75,14.13,271.875
uVEB32LT,32,decProb,8,6,64,28750,14.04,231.25
uVEB32LT,32,decProb,8,6,128,398.438,15.85,253.906
uVEB32LT,32,decProb,8,6,256,353.516,16.38,240.234
uVEB32LT,32,decProb,8,6,512,319.336,15.93,275.391
uVEB32LT,32,decProb,8,6,1024,338.477,15.33,252.148
uVEB32LT,32,decProb,8,6,2048,321.24,105.4,255.029
uVEB32LT,32,decProb,8,6,4096,314.722,14.08,255.542
uVEB32LT,32,decProb,8,6,8192,318.359,12.35,268.799
uVEB32LT,32,decProb,8,6,16384,375.433,11.78,270.215
uVEB32LT,32,decProb,8,6,32768,356.985,10.99,287.854
uVEB32LT,32,decProb,8,6,65536,357.576,14.84,349.135
uVEB32LT,32,decProb,8,6,131072,406.558,14.38,396.652
uVEB32LT,32,decProb,8,6,262144,464.019,22.42,493.407
uVEB32LT,32,decProb,8,6,524288,484.523,36.23,555.248
uVEB32LT,32,decProb,8,6,1048576,493.516,376.3,634.023
uVEB32LT,32,decProb,8,6,2097152,511.841,50.95,614.091
uVEB32LT,32,decProb,8,7,32,2946.88,15.8,312.5
uVEB32LT,32,decProb,8,7,64,462.5,15.27,260.938
uVEB32LT,32,decProb,8,7,128,382.031,16.14,270.312
uVEB32LT,32,decProb,8,7,256,326.172,17.35,253.906
uVEB32LT,32,decProb,8,7,512,343.359,15.76,257.422
uVEB32LT,32,decProb,8,7,1024,311.328,15.49,254.199
uVEB32LT,32,decProb,8,7,2048,332.861,14.16,254.297
uVEB32LT,32,decProb,8,7,4096,300.952,13.73,252.905
uVEB32LT,32,decProb,8,7,8192,396.35,12.34,290.906
uVEB32LT,32,decProb,8,7,16384,332.166,11.27,264.569
uVEB32LT,32,decProb,8,7,32768,347.046,10.91,294.479
uVEB32LT,32,decProb,8,7,65536,351.752,12,339.706
uVEB32LT,32,decProb,8,7,131072,399.55,14.37,399.627
uVEB32LT,32,decProb,8,7,262144,453.655,22.47,516.281
uVEB32LT,32,decProb,8,7,524288,483.963,36.73,567.912
uVEB32LT,32,decProb,8,7,1048576,487.369,45.2,623.305
uVEB32LT,32,decProb,8,7,2097152,512.575,50.26,604.061
uVEB32LT,32,decProb,8,8,32,3109.38,14.81,278.125
uVEB32LT,32,decProb,8,8,64,465.625,15.66,260.938
uVEB32LT,32,decProb,8,8,128,387.5,15.96,389.844
uVEB32LT,32,decProb,8,8,256,1476.56,15.05,258.594
uVEB32LT,32,decProb,8,8,512,332.227,16.12,262.891
uVEB32LT,32,decProb,8,8,1024,356.738,15.3,251.074
uVEB32LT,32,decProb,8,8,2048,371.924,14.36,254.883
uVEB32LT,32,decProb,8,8,4096,413.281,13.32,259.473
uVEB32LT,32,decProb,8,8,8192,415.015,12.68,326.758
uVEB32LT,32,decProb,8,8,16384,320.648,11.43,268.451
uVEB32LT,32,decProb,8,8,32768,333.325,11.19,290.021
uVEB32LT,32,decProb,8,8,65536,367.825,12.07,339.905
uVEB32LT,32,decProb,8,8,131072,414.813,15.55,401.356
uVEB32LT,32,decProb,8,8,262144,470.086,22.94,490.073
uVEB32LT,32,decProb,8,8,524288,493.196,1340.9,560.427
uVEB32LT,32,decProb,8,8,1048576,501.603,45.63,634.826
uVEB32LT,32,decProb,8,8,2097152,512.312,52.09,619.433
uVEB32LT,32,decProb,8,9,32,3037.5,16.73,312.5
uVEB32LT,32,decProb,8,9,64,459.375,15.91,273.438
uVEB32LT,32,decProb,8,9,128,389.844,15.51,273.438
uVEB32LT,32,decProb,8,9,256,330.469,15.28,261.328
uVEB32LT,32,decProb,8,9,512,336.914,15.57,243.945
uVEB32LT,32,decProb,8,9,1024,320.605,15.46,254.199
uVEB32LT,32,decProb,8,9,2048,335.889,14.43,248.145
uVEB32LT,32,decProb,8,9,4096,299.951,13.65,251.929
uVEB32LT,32,decProb,8,9,8192,401.282,12.61,261.572
uVEB32LT,32,decProb,8,9,16384,298.743,11.37,263.318
uVEB32LT,32,decProb,8,9,32768,331.921,11.13,305.325
uVEB32LT,32,decProb,8,9,65536,342.406,11.92,336.707
uVEB32LT,32,decProb,8,9,131072,382.03,15.2,400.616
uVEB32LT,32,decProb,8,9,262144,442.196,22.19,486.135
uVEB32LT,32,decProb,8,9,524288,481.264,36.26,556.054
uVEB32LT,32,decProb,8,9,1048576,486.115,45.05,607.61
uVEB32LT,32,decProb,8,9,2097152,504.898,51.22,611.771
uVEB32LFG,32,uniform,1,0,32,615.625,83.73,125
uVEB32LFG,32,uniform,1,0,64,189.062,124.72,93.75
uVEB32LFG,32,uniform,1,0,128,130.469,81.68,61.7188
uVEB32LFG,32,uniform,1,0,256,101.562,82.15,48.4375
uVEB32LFG,32,uniform,1,0,512,80.8594,79.92,42.3828
uVEB32LFG,32,uniform,1,0,1024,69.7266,75.91,38.2812
uVEB32LFG,32,uniform,1,0,2048,67.6758,75.23,44.1895
uVEB32LFG,32,uniform,1,0,4096,66.7236,88.02,40.7227
uVEB32LFG,32,uniform,1,0,8192,64.5874,70.97,38.3545
uVEB32LFG,32,uniform,1,0,16384,65.4602,67.28,38.8
uVEB32LFG,32,uniform,1,0,32768,66.4215,65.71,41.2201
uVEB32LFG,32,uniform,1,0,65536,72.8607,93.77,72.1924
uVEB32LFG,32,uniform,1,0,131072,92.173,151.59,73.8945
uVEB32LFG,32,uniform,1,0,262144,117.14,293.91,141.956
uVEB32LFG,32,uniform,1,0,524288,150.281,769.34,217.005
uVEB32LFG,32,uniform,1,0,1048576,210.786,2115.29,306.493
uVEB32LFG,32,uniform,1,0,2097152,265.004,3571.28,337.724
uVEB32LFG,32,uniform,1,1,32,471.875,83.5,131.25
uVEB32LFG,32,uniform,1,1,64,225,108.21,93.75
uVEB32LFG,32,uniform,1,1,128,139.062,84.44,60.9375
uVEB32LFG,32,uniform,1,1,256,94.9219,79.89,55.4688
uVEB32LFG,32,uniform,1,1,512,80.4688,78.74,48.8281
uVEB32LFG,32,uniform,1,1,1024,72.2656,81.76,40.7227
uVEB32LFG,32,uniform,1,1,2048,68.8965,78.89,39.1113
uVEB32LFG,32,uniform,1,1,4096,66.1133,76.85,38.6719
uVEB32LFG,32,uniform,1,1,8192,64.2944,74.1,38.7695
uVEB32LFG,32,uniform,1,1,16384,66.3025,66.6,64.6362
uVEB32LFG,32,uniform,1,1,32768,72.7692,69.88,41.4825
uVEB32LFG,32,uniform,1,1,65536,71.5591,84.78,51.3321
uVEB32LFG,32,uniform,1,1,131072,94.3077,122.28,97.2763
uVEB32LFG,32,uniform,1,1,262144,114.874,258.18,143.855
uVEB32LFG,32,uniform,1,1,524288,153.308,733.54,223.541
uVEB32LFG,32,uniform,1,1,1048576,210.458,2066.08,305.762
uVEB32LFG,32,uniform,1,1,2097152,265.085,3691.35,339.854
uVEB32LFG,32,uniform,1,2,32,437.5,81.97,125
uVEB32LFG,32,uniform,1,2,64,214.062,129.06,92.1875
uVEB32LFG,32,uniform,1,2,128,132.812,82.34,60.9375
uVEB32LFG,32,uniform,1,2,256,91.0156,79.61,48.4375
uVEB32LFG,32,uniform,1,2,512,78.5156,79.69,49.6094
uVEB32LFG,32,uniform,1,2,1024,75.6836,79.35,48.7305
uVEB32LFG,32,uniform,1,2,2048,70.459,77.5,45.8984
uVEB32LFG,32,uniform,1,2,4096,65.8936,73.58,38.7695
uVEB32LFG,32,uniform,1,2,8192,64.978,70.68,38.4521
uVEB32LFG,32,uniform,1,2,16384,64.8926,66.4,38.7756
uVEB32LFG,32,uniform,1,2,32768,87.5366,101.88,53.4607
uVEB32LFG,32,uniform,1,2,65536,74.025,73.49,50.3525
uVEB32LFG,32,uniform,1,2,131072,101.423,103.38,94.2574
uVEB32LFG,32,uniform,1,2,262144,115.911,272.82,153.658
uVEB32LFG,32,uniform,1,2,524288,149.478,725.66,228.017
uVEB32LFG,32,uniform,1,2,1048576,209.269,2155.07,313.322
uVEB32LFG,32,uniform,1,2,2097152,262.961,3647.63,344.473
uVEB32LFG,32,uniform,1,3,32,462.5,82.13,125
uVEB32LFG,32,uniform,1,3,64,190.625,123.92,95.3125
uVEB32LFG,32,uniform,1,3,128,135.938,82.8,63.2812
uVEB32LFG,32,uniform,1,3,256,111.328,83.4,48.4375
uVEB32LFG,32,uniform,1,3,512,80.6641,79.4,43.9453
uVEB32LFG,32,uniform,1,3,1024,72.9492,78.25,40.332
uVEB32LFG,32,uniform,1,3,2048,70.459,87.63,40.332
uVEB32LFG,32,uniform,1,3,4096,67.7979,74.85,44.873
uVEB32LFG,32,uniform,1,3,8192,64.4165,70.75,38.4888
uVEB32LFG,32,uniform,1,3,16384,64.4775,66.69,38.9893
uVEB32LFG,32,uniform,1,3,32768,66.2506,65.9,69.5801
uVEB32LFG,32,uniform,1,3,65536,75.3952,80.25,50.5051
uVEB32LFG,32,uniform,1,3,131072,94.281,110.06,90.1955
uVEB32LFG,32,uniform,1,3,262144,114.231,275.48,150.906
uVEB32LFG,32,uniform,1,3,524288,151.757,740.87,217.364
uVEB32LFG,32,uniform,1,3,1048576,213.085,2081.51,304.328
uVEB32LFG,32,uniform,1,3,2097152,263.114,3693.65,337.267
uVEB32LFG,32,uniform,1,4,32,490.625,83.57,131.25
uVEB32LFG,32,uniform,1,4,64,196.875,122.19,90.625
uVEB32LFG,32,uniform,1,4,128,127.344,82.36,60.9375
uVEB32LFG,32,uniform,1,4,256,90.625,95.11,52.7344
uVEB32LFG,32,uniform,1,4,512,85.7422,83.14,42.9688
uVEB32LFG,32,uniform,1,4,1024,72.9492,78.88,47.7539
uVEB32LFG,32,uniform,1,4,2048,69.7754,76.45,45.6055
uVEB32LFG,32,uniform,1,4,4096,66.0156,74.05,39.2334
uVEB32LFG,32,uniform,1,4,8192,64.5264,70.79,38.4521
uVEB32LFG,32,uniform,1,4,16384,63.9771,66.76,44.2383
uVEB32LFG,32,uniform,1,4,32768,66.5527,65.65,47.3999
uVEB32LFG,32,uniform,1,4,65536,117.804,118.69,69.5267
uVEB32LFG,32,uniform,1,4,131072,95.8954,106.28,93.7523
uVEB32LFG,32,uniform,1,4,262144,117.039,262.5,164.057
uVEB32LFG,32,uniform,1,4,524288,149.551,777.11,220.077
uVEB32LFG,32,uniform,1,4,1048576,210.551,2089.69,306.205
uVEB32LFG,32,uniform,1,4,2097152,264.102,3691.35,335.804
uVEB32LFG,32,uniform,1,5,32,481.25,81.01,125
uVEB32LFG,32,uniform,1,5,64,646.875,143.91,101.562
uVEB32LFG,32,uniform,1,5,128,120.312,80.8,60.1562
uVEB32LFG,32,uniform,1,5,256,87.5,87.3,50.7812
uVEB32LFG,32,uniform,1,5,512,81.25,80.55,48.8281
uVEB32LFG,32,uniform,1,5,1024,74.0234,78.62,45.8984
uVEB32LFG,32,uniform,1,5,2048,69.6777,77.45,50.6836
uVEB32LFG,32,uniform,1,5,4096,66.0889,81.22,39.8682
uVEB32LFG,32,uniform,1,5,8192,64.5142,70.85,43.9453
uVEB32LFG,32,uniform,1,5,16384,64.3005,66.7,44.3909
uVEB32LFG,32,uniform,1,5,32768,66.5405,66.75,40.6311
uVEB32LFG,32,uniform,1,5,65536,89.3509,82.18,51.9073
uVEB32LFG,32,uniform,1,5,131072,92.6048,123.25,86.2602
uVEB32LFG,32,uniform,1,5,262144,112.226,278.6,147.437
uVEB32LFG,32,uniform,1,5,524288,152.615,744.57,217.032
uVEB32LFG,32,uniform,1,5,1048576,212.534,2071.44,310.728
uVEB32LFG,32,uniform,1,5,2097152,263.84,3816.42,346.611
uVEB32LFG,32,uniform,1,6,32,456.25,90.12,262.5
uVEB32LFG,32,uniform,1,6,64,217.188,140.76,98.4375
uVEB32LFG,32,uniform,1,6,128,129.688,83.03,60.1562
uVEB32LFG,32,uniform,1,6,256,91.0156,80.03,48.8281
uVEB32LFG,32,uniform,1,6,512,79.4922,78.75,48.6328
uVEB32LFG,32,uniform,1,6,1024,71.6797,78.09,45.8984
uVEB32LFG,32,uniform,1,6,2048,68.9941,77.99,38.8672
uVEB32LFG,32,uniform,1,6,4096,66.1377,74.02,44.5557
uVEB32LFG,32,uniform,1,6,8192,64.3311,71.05,43.7256
uVEB32LFG,32,uniform,1,6,16384,64.1907,66.82,38.8733
uVEB32LFG,32,uniform,1,6,32768,110.617,82.22,44.3726
uVEB32LFG,32,uniform,1,6,65536,71.9528,72.4,50.827
uVEB32LFG,32,uniform,1,6,131072,94.9905,103.17,97.6662
uVEB32LFG,32,uniform,1,6,262144,115.02,253.93,149.511
uVEB32LFG,32,uniform,1,6,524288,151.433,718.35,216.639
uVEB32LFG,32,uniform,1,6,1048576,209.277,2070.23,309.5
uVEB32LFG,32,uniform,1,6,2097152,262.621,3772.2,339.231
uVEB32LFG,32,uniform,1,7,32,434.375,81.57,134.375
uVEB32LFG,32,uniform,1,7,64,178.125,133.27,87.5
uVEB32LFG,32,uniform,1,7,128,139.844,90.92,71.875
uVEB32LFG,32,uniform,1,7,256,94.1406,80.5,50.3906
uVEB32LFG,32,uniform,1,7,512,79.2969,79.01,49.0234
uVEB32LFG,32,uniform,1,7,1024,73.4375,78.35,42.6758
uVEB32LFG,32,uniform,1,7,2048,67.5293,78.71,38.8184
uVEB32LFG,32,uniform,1,7,4096,66.2109,73.86,39.0137
uVEB32LFG,32,uniform,1,7,8192,65.4175,71.08,38.6963
uVEB32LFG,32,uniform,1,7,16384,66.3269,66.36,40.8447
uVEB32LFG,32,uniform,1,7,32768,72.1436,68.38,55.1117
uVEB32LFG,32,uniform,1,7,65536,87.851,79.84,55.6427
uVEB32LFG,32,uniform,1,7,131072,91.8381,106.96,92.9192
uVEB32LFG,32,uniform,1,7,262144,117.335,287.39,150.142
uVEB32LFG,32,uniform,1,7,524288,152.787,737.89,219.102
uVEB32LFG,32,uniform,1,7,1048576,211.713,2167.6,306.538
uVEB32LFG,32,uniform,1,7,2097152,262.321,3729.83,345.309
uVEB32LFG,32,uniform,1,8,32,459.375,81.2,121.875
uVEB32LFG,32,uniform,1,8,64,181.25,125.81,84.375
uVEB32LFG,32,uniform,1,8,128,135.938,82.86,60.9375
uVEB32LFG,32,uniform,1,8,256,92.9688,79.55,54.2969
uVEB32LFG,32,uniform,1,8,512,81.8359,93.84,63.2812
uVEB32LFG,32,uniform,1,8,1024,74.707,79.73,44.043
uVEB32LFG,32,uniform,1,8,2048,70.0684,77.31,38.8184
uVEB32LFG,32,uniform,1,8,4096,66.6504,73.59,44.4336
uVEB32LFG,32,uniform,1,8,8192,69.3726,71.65,38.8672
uVEB32LFG,32,uniform,1,8,16384,64.4653,67.02,40.6555
uVEB32LFG,32,uniform,1,8,32768,66.6138,65.56,41.0645
uVEB32LFG,32,uniform,1,8,65536,85.9406,86.25,57.6889
uVEB32LFG,32,uniform,1,8,131072,93.4212,117.25,96.5538
uVEB32LFG,32,uniform,1,8,262144,108.304,331.2,150.994
uVEB32LFG,32,uniform,1,8,524288,149.512,742.19,224.361
uVEB32LFG,32,uniform,1,8,1048576,208.044,2141.91,309.328
uVEB32LFG,32,uniform,1,8,2097152,263.194,3709.54,337.564
uVEB32LFG,32,uniform,1,9,32,443.75,79.71,128.125
uVEB32LFG,32,uniform,1,9,64,178.125,124.4,92.1875
uVEB32LFG,32,uniform,1,9,128,138.281,83.83,62.5
uVEB32LFG,32,uniform,1,9,256,95.3125,79.77,54.6875
uVEB32LFG,32,uniform,1,9,512,78.125,78.86,48.0469
uVEB32LFG,32,uniform,1,9,1024,72.168,78.35,46.1914
uVEB32LFG,32,uniform,1,9,2048,68.9941,78.59,38.916
uVEB32LFG,32,uniform,1,9,4096,66.8457,73.74,39.2578
uVEB32LFG,32,uniform,1,9,8192,64.0625,116.32,66.394
uVEB32LFG,32,uniform,1,9,16384,86.1511,75.39,40.8386
uVEB32LFG,32,uniform,1,9,32768,67.865,68.61,41.0156
uVEB32LFG,32,uniform,1,9,65536,71.6064,72.03,75.6317
uVEB32LFG,32,uniform,1,9,131072,80.7961,117.16,98.4291
uVEB32LFG,32,uniform,1,9,262144,114.67,285.63,154.545
uVEB32LFG,32,uniform,1,9,524288,153.473,719.8,221.844
uVEB32LFG,32,uniform,1,9,1048576,208.156,2087.69,311.317
uVEB32LFG,32,uniform,1,9,2097152,264.28,3704.09,336.987
uVEB32LFG,32,uniform,2,0,32,3150,84.88,184.375
uVEB32LFG,32,uniform,2,0,64,326.562,104.89,175
uVEB32LFG,32,uniform,2,0,128,114.062,56.54,91.4062
uVEB32LFG,32,uniform,2,0,256,89.8438,56.75,100.781
uVEB32LFG,32,uniform,2,0,512,71.875,54.61,106.641
uVEB32LFG,32,uniform,2,0,1024,66.9922,53.37,83.8867
uVEB32LFG,32,uniform,2,0,2048,65.7227,51.6,88.7695
uVEB32LFG,32,uniform,2,0,4096,59.5947,49.37,83.6914
uVEB32LFG,32,uniform,2,0,8192,57.0801,45.85,78.1738
uVEB32LFG,32,uniform,2,0,16384,52.5757,43.33,83.7585
uVEB32LFG,32,uniform,2,0,32768,53.0548,42.54,106.442
uVEB32LFG,32,uniform,2,0,65536,55.957,45.38,91.5649
uVEB32LFG,32,uniform,2,0,131072,67.4538,48.96,121.69
uVEB32LFG,32,uniform,2,0,262144,74.7826,58.08,182.591
uVEB32LFG,32,uniform,2,0,524288,95.6699,101.05,264.925
uVEB32LFG,32,uniform,2,0,1048576,113.288,117.21,312.938
uVEB32LFG,32,uniform,2,0,2097152,147.81,144.33,362.348
uVEB32LFG,32,uniform,2,1,32,1840.62,66.87,256.25
uVEB32LFG,32,uniform,2,1,64,153.125,78.82,140.625
uVEB32LFG,32,uniform,2,1,128,112.5,62.11,127.344
uVEB32LFG,32,uniform,2,1,256,83.2031,56.33,111.328
uVEB32LFG,32,uniform,2,1,512,71.2891,53.42,93.9453
uVEB32LFG,32,uniform,2,1,1024,75.7812,52.2,88.0859
uVEB32LFG,32,uniform,2,1,2048,63.2812,50.99,90.625
uVEB32LFG,32,uniform,2,1,4096,59.5947,48.14,85.2539
uVEB32LFG,32,uniform,2,1,8192,58.0566,44.33,101.355
uVEB32LFG,32,uniform,2,1,16384,53.6072,47.44,87.8662
uVEB32LFG,32,uniform,2,1,32768,52.5909,42.79,90.7562
uVEB32LFG,32,uniform,2,1,65536,55.1575,41.79,112.035
uVEB32LFG,32,uniform,2,1,131072,59.771,43.58,116.526
uVEB32LFG,32,uniform,2,1,262144,75.4948,65.13,192.888
uVEB32LFG,32,uniform,2,1,524288,97.5664,84.01,252.871
uVEB32LFG,32,uniform,2,1,1048576,115.152,115.42,320.792
uVEB32LFG,32,uniform,2,1,2097152,144.796,145.65,365.191
uVEB32LFG,32,uniform,2,2,32,1981.25,64.85,168.75
uVEB32LFG,32,uniform,2,2,64,165.625,100.24,425
uVEB32LFG,32,uniform,2,2,128,115.625,61.18,115.625
uVEB32LFG,32,uniform,2,2,256,83.5938,55.99,100.391
uVEB32LFG,32,uniform,2,2,512,72.2656,68.98,95.3125
uVEB32LFG,32,uniform,2,2,1024,79.9805,53.29,86.6211
uVEB32LFG,32,uniform,2,2,2048,64.8926,51.36,85.6445
uVEB32LFG,32,uniform,2,2,4096,63.1592,47.72,83.0322
uVEB32LFG,32,uniform,2,2,8192,55.6885,45.42,82.4219
uVEB32LFG,32,uniform,2,2,16384,53.0457,45.26,85.083
uVEB32LFG,32,uniform,2,2,32768,52.8564,41.73,95.3308
uVEB32LFG,32,uniform,2,2,65536,67.6788,43.32,105.019
uVEB32LFG,32,uniform,2,2,131072,68.4654,49.86,126.223
uVEB32LFG,32,uniform,2,2,262144,70.2759,56.51,191.177
uVEB32LFG,32,uniform,2,2,524288,94.0968,91.38,242.271
uVEB32LFG,32,uniform,2,2,1048576,129.016,126.2,324.552
uVEB32LFG,32,uniform,2,2,2097152,161.583,138.9,364.486
uVEB32LFG,32,uniform,2,3,32,2046.88,67.38,162.5
uVEB32LFG,32,uniform,2,3,64,457.812,82.79,145.312
uVEB32LFG,32,uniform,2,3,128,110.156,58.69,114.844
uVEB32LFG,32,uniform,2,3,256,83.2031,56.02,108.984
uVEB32LFG,32,uniform,2,3,512,72.2656,54.93,95.5078
uVEB32LFG,32,uniform,2,3,1024,76.2695,61.35,83.3984
uVEB32LFG,32,uniform,2,3,2048,64.9902,50.76,87.9395
uVEB32LFG,32,uniform,2,3,4096,60.2783,47.99,75.1465
uVEB32LFG,32,uniform,2,3,8192,54.4922,44.45,80.7983
uVEB32LFG,32,uniform,2,3,16384,52.0081,42.3,87.9517
uVEB32LFG,32,uniform,2,3,32768,51.3031,41.2,89.1052
uVEB32LFG,32,uniform,2,3,65536,64.0396,55.67,121.532
uVEB32LFG,32,uniform,2,3,131072,68.5265,50.18,120.884
uVEB32LFG,32,uniform,2,3,262144,73.7545,79.19,168.415
uVEB32LFG,32,uniform,2,3,524288,87.1977,88.4,253.922
uVEB32LFG,32,uniform,2,3,1048576,122.118,124.44,330.246
uVEB32LFG,32,uniform,2,3,2097152,143.638,147.74,362.539
uVEB32LFG,32,uniform,2,4,32,1906.25,66.03,168.75
uVEB32LFG,32,uniform,2,4,64,156.25,77.99,134.375
uVEB32LFG,32,uniform,2,4,128,117.188,59.63,117.969
uVEB32LFG,32,uniform,2,4,256,81.25,55.91,106.641
uVEB32LFG,32,uniform,2,4,512,74.8047,54.36,89.0625
uVEB32LFG,32,uniform,2,4,1024,76.9531,51.96,90.7227
uVEB32LFG,32,uniform,2,4,2048,62.5977,50.4,86.2793
uVEB32LFG,32,uniform,2,4,4096,59.5459,48.09,87.6221
uVEB32LFG,32,uniform,2,4,8192,54.4922,44.9,83.2764
uVEB32LFG,32,uniform,2,4,16384,51.7883,42.41,83.0322
uVEB32LFG,32,uniform,2,4,32768,63.2446,54.75,90.8386
uVEB32LFG,32,uniform,2,4,65536,54.6524,45.54,113.943
uVEB32LFG,32,uniform,2,4,131072,57.6614,43.92,147.643
uVEB32LFG,32,uniform,2,4,262144,74.6555,72.22,175.217
uVEB32LFG,32,uniform,2,4,524288,89.402,103.03,247.181
uVEB32LFG,32,uniform,2,4,1048576,114.906,124.96,330.996
uVEB32LFG,32,uniform,2,4,2097152,158.736,135.42,355.69
uVEB32LFG,32,uniform,2,5,32,1825,65.13,190.625
uVEB32LFG,32,uniform,2,5,64,168.75,101.83,145.312
uVEB32LFG,32,uniform,2,5,128,116.406,60.7,114.844
uVEB32LFG,32,uniform,2,5,256,84.375,59.78,100
uVEB32LFG,32,uniform,2,5,512,74.8047,55.3,91.0156
uVEB32LFG,32,uniform,2,5,1024,76.2695,52.2,84.668
uVEB32LFG,32,uniform,2,5,2048,63.1836,50.35,85.4492
uVEB32LFG,32,uniform,2,5,4096,58.3008,46.85,85.0586
uVEB32LFG,32,uniform,2,5,8192,54.3213,44.57,82.5195
uVEB32LFG,32,uniform,2,5,16384,52.0386,42.26,82.9163
uVEB32LFG,32,uniform,2,5,32768,65.9668,57.64,79.8431
uVEB32LFG,32,uniform,2,5,65536,52.0782,40.59,87.059
uVEB32LFG,32,uniform,2,5,131072,66.9708,49.95,122.838
uVEB32LFG,32,uniform,2,5,262144,70.1683,55.69,158.282
uVEB32LFG,32,uniform,2,5,524288,96.3963,88.97,259.72
uVEB32LFG,32,uniform,2,5,1048576,119.61,119.52,289.833
uVEB32LFG,32,uniform,2,5,2097152,145.232,136.66,356.201
uVEB32LFG,32,uniform,2,6,32,2015.62,67.94,193.75
uVEB32LFG,32,uniform,2,6,64,157.812,97.87,143.75
uVEB32LFG,32,uniform,2,6,128,188.281,58.56,125.781
uVEB32LFG,32,uniform,2,6,256,90.2344,55.24,101.562
uVEB32LFG,32,uniform,2,6,512,73.8281,54.16,93.1641
uVEB32LFG,32,uniform,2,6,1024,83.5938,53.28,85.3516
uVEB32LFG,32,uniform,2,6,2048,64.1113,51.98,89.502
uVEB32LFG,32,uniform,2,6,4096,58.9111,47.05,86.499
