tree,K,distribution,threads,iteration,size,insert,lookup,remove
32uVEBL,32,uniform,1,0,32,2221.88,118.69,556.25
32uVEBL,32,uniform,1,0,64,485.938,118.48,329.688
32uVEBL,32,uniform,1,0,128,475.781,108.13,317.969
32uVEBL,32,uniform,1,0,256,537.5,105.27,357.031
32uVEBL,32,uniform,1,0,512,493.555,104.05,389.258
32uVEBL,32,uniform,1,0,1024,426.66,100.61,314.062
32uVEBL,32,uniform,1,0,2048,322.852,96.53,211.475
32uVEBL,32,uniform,1,0,4096,275.073,91.01,178.809
32uVEBL,32,uniform,1,0,8192,256.787,84.31,257.52
32uVEBL,32,uniform,1,0,16384,284.1,93.41,307.318
32uVEBL,32,uniform,1,0,32768,402.274,110.02,543.985
32uVEBL,32,uniform,1,0,65536,1019.16,159.13,716.505
32uVEBL,32,uniform,1,0,131072,1482.31,236.91,867.312
32uVEBL,32,uniform,1,0,262144,1015.52,326.57,794.752
32uVEBL,32,uniform,1,0,524288,588.094,342.52,613.268
32uVEBL,32,uniform,1,0,1048576,537.205,367.55,567.699
32uVEBL,32,uniform,1,0,2097152,627.91,438.55,588.967
32uVEBL,32,uniform,1,1,32,550,84.58,246.875
32uVEBL,32,uniform,1,1,64,370.312,105.92,226.562
32uVEBL,32,uniform,1,1,128,547.656,81.45,239.844
32uVEBL,32,uniform,1,1,256,408.203,81.97,283.984
32uVEBL,32,uniform,1,1,512,410.547,77.28,308.008
32uVEBL,32,uniform,1,1,1024,338.574,76.78,252.051
32uVEBL,32,uniform,1,1,2048,261.182,77.2,177.051
32uVEBL,32,uniform,1,1,4096,230.103,79.14,166.504
32uVEBL,32,uniform,1,1,8192,241.858,80.05,204.236
32uVEBL,32,uniform,1,1,16384,314.899,92.76,305.231
32uVEBL,32,uniform,1,1,32768,415.433,111.33,516.089
32uVEBL,32,uniform,1,1,65536,573.552,162.27,721.375
32uVEBL,32,uniform,1,1,131072,646.066,239.99,857.932
32uVEBL,32,uniform,1,1,262144,605.967,322.27,819.322
32uVEBL,32,uniform,1,1,524288,494.238,397.13,646.98
32uVEBL,32,uniform,1,1,1048576,472.116,376.76,572.194
32uVEBL,32,uniform,1,1,2097152,511.161,418.96,679.849
32uVEBL,32,uniform,1,2,32,531.25,80.88,265.625
32uVEBL,32,uniform,1,2,64,787.5,159.65,239.062
32uVEBL,32,uniform,1,2,128,474.219,78.95,345.312
32uVEBL,32,uniform,1,2,256,446.094,79.18,269.922
32uVEBL,32,uniform,1,2,512,416.406,81.71,289.258
32uVEBL,32,uniform,1,2,1024,350.098,80.9,249.316
32uVEBL,32,uniform,1,2,2048,281.934,79.46,185.4
32uVEBL,32,uniform,1,2,4096,230.054,81.62,187.744
32uVEBL,32,uniform,1,2,8192,247.412,83.81,238.013
32uVEBL,32,uniform,1,2,16384,309.515,94.26,316.4
32uVEBL,32,uniform,1,2,32768,422.122,111.54,504.016
32uVEBL,32,uniform,1,2,65536,646.692,173.61,741.434
32uVEBL,32,uniform,1,2,131072,712.225,239.18,864.993
32uVEBL,32,uniform,1,2,262144,618.969,337.83,803.882
32uVEBL,32,uniform,1,2,524288,523.849,360.01,621.817
32uVEBL,32,uniform,1,2,1048576,475.547,389.07,566.565
32uVEBL,32,uniform,1,2,2097152,507.407,425.97,588.982
32uVEBL,32,uniform,1,3,32,543.75,82.48,243.75
32uVEBL,32,uniform,1,3,64,365.625,104.5,243.75
32uVEBL,32,uniform,1,3,128,335.156,80.04,210.156
32uVEBL,32,uniform,1,3,256,375,86.62,252.344
32uVEBL,32,uniform,1,3,512,420.898,77.37,316.602
32uVEBL,32,uniform,1,3,1024,338.379,76.29,231.934
32uVEBL,32,uniform,1,3,2048,263.232,77.15,169.434
32uVEBL,32,uniform,1,3,4096,225.073,79.08,161.597
32uVEBL,32,uniform,1,3,8192,242.383,80.16,196.533
32uVEBL,32,uniform,1,3,16384,334.552,91.83,296.246
32uVEBL,32,uniform,1,3,32768,411.322,102.88,497.62
32uVEBL,32,uniform,1,3,65536,557.495,161.88,720.126
32uVEBL,32,uniform,1,3,131072,638.223,236.64,881.986
32uVEBL,32,uniform,1,3,262144,593.514,319.74,790.579
32uVEBL,32,uniform,1,3,524288,493.204,377.4,610.866
32uVEBL,32,uniform,1,3,1048576,468.982,381.43,566.323
32uVEBL,32,uniform,1,3,2097152,508.637,432.77,596.851
32uVEBL,32,uniform,1,4,32,556.25,84.82,293.75
32uVEBL,32,uniform,1,4,64,360.938,108.88,468.75
32uVEBL,32,uniform,1,4,128,502.344,80.03,228.906
32uVEBL,32,uniform,1,4,256,388.672,77.33,265.234
32uVEBL,32,uniform,1,4,512,396.484,81.01,283.594
32uVEBL,32,uniform,1,4,1024,340.234,75.84,232.52
32uVEBL,32,uniform,1,4,2048,289.258,77.11,165.332
32uVEBL,32,uniform,1,4,4096,225.562,78.89,154.59
32uVEBL,32,uniform,1,4,8192,244.348,86.68,196.716
32uVEBL,32,uniform,1,4,16384,285.724,89.59,370.557
32uVEBL,32,uniform,1,4,32768,419.171,110.34,495.087
32uVEBL,32,uniform,1,4,65536,552.614,158.32,708.075
32uVEBL,32,uniform,1,4,131072,636.833,256.22,856.184
32uVEBL,32,uniform,1,4,262144,600.318,322.29,770.422
32uVEBL,32,uniform,1,4,524288,496.026,365.33,614.056
32uVEBL,32,uniform,1,4,1048576,470.133,389.39,571.947
32uVEBL,32,uniform,1,4,2097152,508.927,430.58,585.518
32uVEBL,32,uniform,1,5,32,496.875,79.46,240.625
32uVEBL,32,uniform,1,5,64,392.188,113.85,242.188
32uVEBL,32,uniform,1,5,128,493.75,81.36,232.031
32uVEBL,32,uniform,1,5,256,394.922,79.1,268.359
32uVEBL,32,uniform,1,5,512,396.875,77.53,293.945
32uVEBL,32,uniform,1,5,1024,338.574,76.15,245.605
32uVEBL,32,uniform,1,5,2048,249.512,76.46,169.238
32uVEBL,32,uniform,1,5,4096,357.397,79.14,156.299
32uVEBL,32,uniform,1,5,8192,236.633,85.85,182.593
32uVEBL,32,uniform,1,5,16384,276.184,89.43,365.912
32uVEBL,32,uniform,1,5,32768,413.748,124.38,488.196
32uVEBL,32,uniform,1,5,65536,545.317,160.09,712.291
32uVEBL,32,uniform,1,5,131072,628.212,258.94,837.829
32uVEBL,32,uniform,1,5,262144,591.107,335.01,783.286
32uVEBL,32,uniform,1,5,524288,493.427,384.65,615.422
32uVEBL,32,uniform,1,5,1048576,466.997,390.28,566.459
32uVEBL,32,uniform,1,5,2097152,509.691,429.87,584.602
32uVEBL,32,uniform,1,6,32,478.125,79.69,181.25
32uVEBL,32,uniform,1,6,64,329.688,111.02,160.938
32uVEBL,32,uniform,1,6,128,347.656,80.84,199.219
32uVEBL,32,uniform,1,6,256,412.5,87.41,280.469
32uVEBL,32,uniform,1,6,512,420.508,77.97,313.477
32uVEBL,32,uniform,1,6,1024,336.133,77.27,253.711
32uVEBL,32,uniform,1,6,2048,250.586,76.77,192.822
32uVEBL,32,uniform,1,6,4096,226.123,79.03,157.08
32uVEBL,32,uniform,1,6,8192,244.019,86.84,196.338
32uVEBL,32,uniform,1,6,16384,322.791,100,306.897
32uVEBL,32,uniform,1,6,32768,431.161,106.09,507.474
32uVEBL,32,uniform,1,6,65536,554.276,174.4,748.907
32uVEBL,32,uniform,1,6,131072,625.282,231.33,839.364
32uVEBL,32,uniform,1,6,262144,598.563,321.92,776.979
32uVEBL,32,uniform,1,6,524288,495.937,369.62,637.554
32uVEBL,32,uniform,1,6,1048576,466.881,386.91,566.571
32uVEBL,32,uniform,1,6,2097152,502.903,425.44,588.278
32uVEBL,32,uniform,1,7,32,506.25,80.51,209.375
32uVEBL,32,uniform,1,7,64,332.812,109.66,459.375
32uVEBL,32,uniform,1,7,128,478.906,78.65,214.062
32uVEBL,32,uniform,1,7,256,396.875,78.95,286.719
32uVEBL,32,uniform,1,7,512,408.984,77.14,307.031
32uVEBL,32,uniform,1,7,1024,337.793,76.85,256.25
32uVEBL,32,uniform,1,7,2048,254.395,79.91,182.275
32uVEBL,32,uniform,1,7,4096,227.197,81.45,164.575
32uVEBL,32,uniform,1,7,8192,250.488,91.34,198.267
32uVEBL,32,uniform,1,7,16384,363.91,135.05,314.136
32uVEBL,32,uniform,1,7,32768,433.142,106.07,503.674
32uVEBL,32,uniform,1,7,65536,543.811,161.83,707.735
32uVEBL,32,uniform,1,7,131072,640.974,236.59,837.936
32uVEBL,32,uniform,1,7,262144,592.23,320.87,780.879
32uVEBL,32,uniform,1,7,524288,493.633,363.93,617.088
32uVEBL,32,uniform,1,7,1048576,467.065,382.54,569.672
32uVEBL,32,uniform,1,7,2097152,505.749,429.15,597.433
32uVEBL,32,uniform,1,8,32,540.625,83.72,268.75
32uVEBL,32,uniform,1,8,64,476.562,111.27,248.438
32uVEBL,32,uniform,1,8,128,754.688,78.18,248.438
32uVEBL,32,uniform,1,8,256,404.297,79.3,279.297
32uVEBL,32,uniform,1,8,512,395.117,86.84,280.078
32uVEBL,32,uniform,1,8,1024,337.012,76.48,251.758
32uVEBL,32,uniform,1,8,2048,265.381,79.73,174.121
32uVEBL,32,uniform,1,8,4096,227.563,82.08,169.165
32uVEBL,32,uniform,1,8,8192,243.835,81.81,204.968
32uVEBL,32,uniform,1,8,16384,325.037,95.57,309.692
32uVEBL,32,uniform,1,8,32768,421.313,114.44,497.87
32uVEBL,32,uniform,1,8,65536,548.802,160.77,716.147
32uVEBL,32,uniform,1,8,131072,641.206,240.65,845.505
32uVEBL,32,uniform,1,8,262144,588.853,319.41,771.564
32uVEBL,32,uniform,1,8,524288,493.618,365.09,649.189
32uVEBL,32,uniform,1,8,1048576,466.087,383.01,570.278
32uVEBL,32,uniform,1,8,2097152,503.968,425.28,646.872
32uVEBL,32,uniform,1,9,32,537.5,77.59,212.5
32uVEBL,32,uniform,1,9,64,325,96.41,178.125
32uVEBL,32,uniform,1,9,128,374.219,79.79,227.344
32uVEBL,32,uniform,1,9,256,396.484,78.29,273.047
32uVEBL,32,uniform,1,9,512,394.531,77.62,291.211
32uVEBL,32,uniform,1,9,1024,330.176,76.45,234.57
32uVEBL,32,uniform,1,9,2048,255.811,76.45,170.312
32uVEBL,32,uniform,1,9,4096,250.122,80.44,156.714
32uVEBL,32,uniform,1,9,8192,240.332,80.47,188.562
32uVEBL,32,uniform,1,9,16384,276.642,89.61,357.513
32uVEBL,32,uniform,1,9,32768,424.713,106.22,495.001
32uVEBL,32,uniform,1,9,65536,557.513,167.82,728.595
32uVEBL,32,uniform,1,9,131072,632.513,237.98,840.909
32uVEBL,32,uniform,1,9,262144,602.607,326.99,770.176
32uVEBL,32,uniform,1,9,524288,501.968,360.1,611.44
32uVEBL,32,uniform,1,9,1048576,473.297,386.47,572.331
32uVEBL,32,uniform,1,9,2097152,507.508,421.51,590.055
32uVEBL,32,uniform,2,0,32,10181.2,40.19,346.875
32uVEBL,32,uniform,2,0,64,756.25,42.2,314.062
32uVEBL,32,uniform,2,0,128,673.438,40.87,328.906
32uVEBL,32,uniform,2,0,256,1079.3,40.41,512.891
32uVEBL,32,uniform,2,0,512,1183.2,39.8,465.625
32uVEBL,32,uniform,2,0,1024,717.969,38.88,369.043
32uVEBL,32,uniform,2,0,2048,585.156,60.23,527.637
32uVEBL,32,uniform,2,0,4096,707.104,44.45,246.924
32uVEBL,32,uniform,2,0,8192,752.405,48.82,279.358
32uVEBL,32,uniform,2,0,16384,1037.46,53.67,437.329
32uVEBL,32,uniform,2,0,32768,1590.91,57.2,639.911
32uVEBL,32,uniform,2,0,65536,1817.98,88.09,843.347
32uVEBL,32,uniform,2,0,131072,1784.63,141.22,969.911
32uVEBL,32,uniform,2,0,262144,1755.27,184.52,905.645
32uVEBL,32,uniform,2,0,524288,889.798,195.14,718.869
32uVEBL,32,uniform,2,0,1048576,589.902,213.33,662.433
32uVEBL,32,uniform,2,0,2097152,778.32,227.38,671.761
32uVEBL,32,uniform,2,1,32,2175,39.14,340.625
32uVEBL,32,uniform,2,1,64,512.5,57.93,356.25
32uVEBL,32,uniform,2,1,128,892.188,58.33,326.562
32uVEBL,32,uniform,2,1,256,685.156,39.85,412.109
32uVEBL,32,uniform,2,1,512,665.234,40.16,468.164
32uVEBL,32,uniform,2,1,1024,1389.84,39.62,402.734
32uVEBL,32,uniform,2,1,2048,539.844,39.48,332.959
32uVEBL,32,uniform,2,1,4096,465.649,41.39,296.069
32uVEBL,32,uniform,2,1,8192,491.528,42.09,4080.86
32uVEBL,32,uniform,2,1,16384,516.278,53.48,441.418
32uVEBL,32,uniform,2,1,32768,637.79,60.31,620.724
32uVEBL,32,uniform,2,1,65536,778.157,87.6,867.804
32uVEBL,32,uniform,2,1,131072,828.022,134.69,976.079
32uVEBL,32,uniform,2,1,262144,756.372,177.83,929.682
32uVEBL,32,uniform,2,1,524288,664.663,187.79,720.016
32uVEBL,32,uniform,2,1,1048576,591.119,209.13,664.655
32uVEBL,32,uniform,2,1,2097152,755.646,239.2,669.043
32uVEBL,32,uniform,2,2,32,2065.62,42.36,371.875
32uVEBL,32,uniform,2,2,64,531.25,41.03,326.562
32uVEBL,32,uniform,2,2,128,521.094,40.15,328.125
32uVEBL,32,uniform,2,2,256,635.547,39.29,430.859
32uVEBL,32,uniform,2,2,512,639.844,39.43,445.898
32uVEBL,32,uniform,2,2,1024,594.043,39.54,362.598
32uVEBL,32,uniform,2,2,2048,490.186,41.22,291.602
32uVEBL,32,uniform,2,2,4096,461.255,40.97,283.008
32uVEBL,32,uniform,2,2,8192,541.235,45.79,357.373
32uVEBL,32,uniform,2,2,16384,524.792,50.29,2397.31
32uVEBL,32,uniform,2,2,32768,625.943,59.15,632.715
32uVEBL,32,uniform,2,2,65536,778.835,89.68,887.701
32uVEBL,32,uniform,2,2,131072,829.752,143.52,960.973
32uVEBL,32,uniform,2,2,262144,796.772,183.74,905.217
32uVEBL,32,uniform,2,2,524288,633.916,190.9,732.782
32uVEBL,32,uniform,2,2,1048576,568.113,198.47,655.266
32uVEBL,32,uniform,2,2,2097152,672.063,236.05,655.043
32uVEBL,32,uniform,2,3,32,2206.25,39.07,381.25
32uVEBL,32,uniform,2,3,64,840.625,53.91,584.375
32uVEBL,32,uniform,2,3,128,689.062,47.1,347.656
32uVEBL,32,uniform,2,3,256,635.547,43.7,394.922
32uVEBL,32,uniform,2,3,512,637.305,40.01,448.438
32uVEBL,32,uniform,2,3,1024,585.352,38.9,353.125
32uVEBL,32,uniform,2,3,2048,548.34,40.33,351.221
32uVEBL,32,uniform,2,3,4096,437.183,41.27,247.827
32uVEBL,32,uniform,2,3,8192,462.976,41.88,319.409
32uVEBL,32,uniform,2,3,16384,576.544,46.71,454.48
32uVEBL,32,uniform,2,3,32768,574.631,56.99,606.152
32uVEBL,32,uniform,2,3,65536,768.634,93.31,846.979
32uVEBL,32,uniform,2,3,131072,879.083,185.07,977.267
32uVEBL,32,uniform,2,3,262144,772.899,181.89,891.556
32uVEBL,32,uniform,2,3,524288,648,202.95,702.034
32uVEBL,32,uniform,2,3,1048576,589.654,197.04,648.863
32uVEBL,32,uniform,2,3,2097152,640.21,224.73,669.468
32uVEBL,32,uniform,2,4,32,2184.38,40.08,343.75
32uVEBL,32,uniform,2,4,64,825,44.83,1317.19
32uVEBL,32,uniform,2,4,128,867.188,48.35,423.438
32uVEBL,32,uniform,2,4,256,673.047,39.79,688.672
32uVEBL,32,uniform,2,4,512,616.016,43.99,420.703
32uVEBL,32,uniform,2,4,1024,555.371,39.67,350.586
32uVEBL,32,uniform,2,4,2048,472.119,40.28,274.951
32uVEBL,32,uniform,2,4,4096,481.494,40.74,244.556
32uVEBL,32,uniform,2,4,8192,437.683,45.45,287.207
32uVEBL,32,uniform,2,4,16384,540.405,47.38,493.536
32uVEBL,32,uniform,2,4,32768,595.697,57.18,639.902
32uVEBL,32,uniform,2,4,65536,766.052,90.91,857.755
32uVEBL,32,uniform,2,4,131072,817.57,136.97,970.012
32uVEBL,32,uniform,2,4,262144,758.168,188.12,920.073
32uVEBL,32,uniform,2,4,524288,630.703,191.38,732.955
32uVEBL,32,uniform,2,4,1048576,599.544,203.06,653.425
32uVEBL,32,uniform,2,4,2097152,614.655,227.49,654.137
32uVEBL,32,uniform,2,5,32,2159.38,41.47,387.5
32uVEBL,32,uniform,2,5,64,634.375,54.89,354.688
32uVEBL,32,uniform,2,5,128,853.125,48.48,404.688
32uVEBL,32,uniform,2,5,256,601.562,40.18,394.531
32uVEBL,32,uniform,2,5,512,612.109,40.02,407.422
32uVEBL,32,uniform,2,5,1024,585.449,43.19,372.754
32uVEBL,32,uniform,2,5,2048,462.891,41.27,265.527
32uVEBL,32,uniform,2,5,4096,430.713,80.59,315.503
32uVEBL,32,uniform,2,5,8192,425.928,45.45,288.989
32uVEBL,32,uniform,2,5,16384,558.649,47.51,499.243
32uVEBL,32,uniform,2,5,32768,607.196,58.6,617.899
32uVEBL,32,uniform,2,5,65536,759.918,91.92,859.024
32uVEBL,32,uniform,2,5,131072,835.69,132.49,980.979
32uVEBL,32,uniform,2,5,262144,768.207,184.59,982.643
32uVEBL,32,uniform,2,5,524288,626.624,196.24,713.394
32uVEBL,32,uniform,2,5,1048576,583.495,198.73,662.947
32uVEBL,32,uniform,2,5,2097152,619.326,229.63,659.582
32uVEBL,32,uniform,2,6,32,2181.25,41.88,546.875
32uVEBL,32,uniform,2,6,64,667.188,62.09,706.25
32uVEBL,32,uniform,2,6,128,784.375,43.4,339.062
32uVEBL,32,uniform,2,6,256,643.359,40.19,458.594
32uVEBL,32,uniform,2,6,512,658.203,39.4,429.883
32uVEBL,32,uniform,2,6,1024,588.477,39.54,365.723
32uVEBL,32,uniform,2,6,2048,620.801,41.55,385.889
32uVEBL,32,uniform,2,6,4096,462.964,41.4,257.959
32uVEBL,32,uniform,2,6,8192,505.92,41.93,324.292
32uVEBL,32,uniform,2,6,16384,562,47.73,452.515
32uVEBL,32,uniform,2,6,32768,649.884,57.1,633.82
32uVEBL,32,uniform,2,6,65536,872.272,88.04,884.303
32uVEBL,32,uniform,2,6,131072,809.116,132.49,1000.7
32uVEBL,32,uniform,2,6,262144,782.445,197.16,914.939
32uVEBL,32,uniform,2,6,524288,634.999,183.34,722.88
32uVEBL,32,uniform,2,6,1048576,581.674,210.64,658.693
32uVEBL,32,uniform,2,6,2097152,611.964,229.76,653.489
32uVEBL,32,uniform,2,7,32,2371.88,42.72,403.125
32uVEBL,32,uniform,2,7,64,842.188,49.94,570.312
32uVEBL,32,uniform,2,7,128,725.781,51.65,350.781
32uVEBL,32,uniform,2,7,256,641.406,40.26,418.359
32uVEBL,32,uniform,2,7,512,628.32,40.68,419.531
32uVEBL,32,uniform,2,7,1024,600,39.24,423.242
32uVEBL,32,uniform,2,7,2048,489.893,40.9,347.803
32uVEBL,32,uniform,2,7,4096,468.042,44.23,251.392
32uVEBL,32,uniform,2,7,8192,631.079,50.49,336.182
32uVEBL,32,uniform,2,7,16384,523.273,50.12,492.792
32uVEBL,32,uniform,2,7,32768,603.4,63.06,650.339
32uVEBL,32,uniform,2,7,65536,747.528,88.25,874.95
32uVEBL,32,uniform,2,7,131072,823.172,141.97,985.629
32uVEBL,32,uniform,2,7,262144,770.502,183.89,906.45
32uVEBL,32,uniform,2,7,524288,615.559,185.59,721.167
32uVEBL,32,uniform,2,7,1048576,581.613,198.98,646.949
32uVEBL,32,uniform,2,7,2097152,615.473,245.13,657.739
32uVEBL,32,uniform,2,8,32,2134.38,40.53,512.5
32uVEBL,32,uniform,2,8,64,770.312,45.81,645.312
32uVEBL,32,uniform,2,8,128,705.469,46.51,326.562
32uVEBL,32,uniform,2,8,256,633.594,40.18,426.562
32uVEBL,32,uniform,2,8,512,655.273,39.62,403.32
32uVEBL,32,uniform,2,8,1024,598.73,39.19,386.719
32uVEBL,32,uniform,2,8,2048,463.086,40.82,278.955
32uVEBL,32,uniform,2,8,4096,441.699,44.16,263.403
32uVEBL,32,uniform,2,8,8192,544.958,42.97,352.856
32uVEBL,32,uniform,2,8,16384,576.782,48.94,455.737
32uVEBL,32,uniform,2,8,32768,613.33,65.98,628.784
32uVEBL,32,uniform,2,8,65536,783.163,92.27,860.262
32uVEBL,32,uniform,2,8,131072,802.149,128.94,998.145
32uVEBL,32,uniform,2,8,262144,783.187,182.73,902.89
32uVEBL,32,uniform,2,8,524288,638.998,200.13,724.226
32uVEBL,32,uniform,2,8,1048576,582.333,215.33,660.744
32uVEBL,32,uniform,2,8,2097152,618.914,238.83,662.595
32uVEBL,32,uniform,2,9,32,2118.75,41.08,396.875
32uVEBL,32,uniform,2,9,64,734.375,64.04,390.625
32uVEBL,32,uniform,2,9,128,729.688,44.08,363.281
32uVEBL,32,uniform,2,9,256,827.734,48.2,482.422
32uVEBL,32,uniform,2,9,512,770.703,50.93,538.477
32uVEBL,32,uniform,2,9,1024,723.633,49.86,494.336
32uVEBL,32,uniform,2,9,2048,536.182,51.55,433.643
32uVEBL,32,uniform,2,9,4096,544.482,52.26,397.29
32uVEBL,32,uniform,2,9,8192,507.861,63.72,448.438
32uVEBL,32,uniform,2,9,16384,489.838,49.81,497.723
32uVEBL,32,uniform,2,9,32768,680.38,59.19,695.712
32uVEBL,32,uniform,2,9,65536,733.316,89.88,863.519
32uVEBL,32,uniform,2,9,131072,818.742,138.45,999.095
32uVEBL,32,uniform,2,9,262144,778.183,191.85,916.13
32uVEBL,32,uniform,2,9,524288,638.689,194.96,726.498
32uVEBL,32,uniform,2,9,1048576,579.199,200.75,655.971
32uVEBL,32,uniform,2,9,2097152,615.5,226.92,659.72
32uVEBL,32,uniform,3,0,32,8325,26,440.625
32uVEBL,32,uniform,3,0,64,1060.94,33.31,490.625
32uVEBL,32,uniform,3,0,128,1025.78,38.77,377.344
32uVEBL,32,uniform,3,0,256,962.109,33.63,440.234
32uVEBL,32,uniform,3,0,512,1205.47,32.97,455.078
32uVEBL,32,uniform,3,0,1024,577.734,35.02,407.812
32uVEBL,32,uniform,3,0,2048,555.078,33.91,309.082
32uVEBL,32,uniform,3,0,4096,539.966,34.62,292.407
32uVEBL,32,uniform,3,0,8192,856.75,42.55,367.603
32uVEBL,32,uniform,3,0,16384,1034.86,43.03,636.176
32uVEBL,32,uniform,3,0,32768,1074.08,39.52,699.673
32uVEBL,32,uniform,3,0,65536,1840.4,62.53,944.22
32uVEBL,32,uniform,3,0,131072,1492.74,95.14,1077.47
32uVEBL,32,uniform,3,0,262144,1809.18,141.7,971.775
32uVEBL,32,uniform,3,0,524288,1157.63,134.78,769.685
32uVEBL,32,uniform,3,0,1048576,763.566,147.15,718.198
32uVEBL,32,uniform,3,0,2097152,780.096,156.1,722.064
32uVEBL,32,uniform,3,1,32,2693.75,26.28,428.125
32uVEBL,32,uniform,3,1,64,893.75,27.72,392.188
32uVEBL,32,uniform,3,1,128,875.781,33.6,360.156
32uVEBL,32,uniform,3,1,256,1047.27,33.35,588.281
32uVEBL,32,uniform,3,1,512,1008.59,33.89,669.141
32uVEBL,32,uniform,3,1,1024,920.898,33.36,605.957
32uVEBL,32,uniform,3,1,2048,905.029,34.26,494.238
32uVEBL,32,uniform,3,1,4096,758.228,32.16,367.993
32uVEBL,32,uniform,3,1,8192,573.669,37.77,339.795
32uVEBL,32,uniform,3,1,16384,744.385,33.57,550.262
32uVEBL,32,uniform,3,1,32768,884.5,47.24,819.272
32uVEBL,32,uniform,3,1,65536,858.459,65.01,910.593
32uVEBL,32,uniform,3,1,131072,974.735,108.5,1034.08
32uVEBL,32,uniform,3,1,262144,902.495,130.18,996.193
32uVEBL,32,uniform,3,1,524288,720.501,137.39,779.772
32uVEBL,32,uniform,3,1,1048576,648.582,149.62,709.941
32uVEBL,32,uniform,3,1,2097152,701.924,174.21,737.122
32uVEBL,32,uniform,3,2,32,2578.12,26.93,462.5
32uVEBL,32,uniform,3,2,64,867.188,33.81,467.188
32uVEBL,32,uniform,3,2,128,1016.41,31.11,428.906
32uVEBL,32,uniform,3,2,256,943.75,26.89,516.406
32uVEBL,32,uniform,3,2,512,893.555,27,610.352
32uVEBL,32,uniform,3,2,1024,870.898,26.27,531.641
32uVEBL,32,uniform,3,2,2048,647.803,27.75,475.732
32uVEBL,32,uniform,3,2,4096,444.482,34.06,287.427
32uVEBL,32,uniform,3,2,8192,434.534,35.21,342.712
32uVEBL,32,uniform,3,2,16384,541.345,41.12,548.48
32uVEBL,32,uniform,3,2,32768,766.702,43.19,690.591
32uVEBL,32,uniform,3,2,65536,946.381,70.32,962.033
32uVEBL,32,uniform,3,2,131072,924.488,109.36,1088.8
32uVEBL,32,uniform,3,2,262144,871.895,150.88,994.979
32uVEBL,32,uniform,3,2,524288,705.579,144.73,799.763
32uVEBL,32,uniform,3,2,1048576,656.801,155.4,688.231
32uVEBL,32,uniform,3,2,2097152,737.255,176.41,736.377
32uVEBL,32,uniform,3,3,32,2668.75,27.66,640.625
32uVEBL,32,uniform,3,3,64,998.438,37.35,323.438
32uVEBL,32,uniform,3,3,128,846.875,35.59,421.094
32uVEBL,32,uniform,3,3,256,878.125,26.62,506.641
32uVEBL,32,uniform,3,3,512,931.445,26.92,631.25
32uVEBL,32,uniform,3,3,1024,891.406,26.65,571.68
32uVEBL,32,uniform,3,3,2048,1027.73,38.26,561.67
32uVEBL,32,uniform,3,3,4096,986.377,38.47,476.782
32uVEBL,32,uniform,3,3,8192,736.609,47.08,386.841
32uVEBL,32,uniform,3,3,16384,497.748,32.98,516.431
32uVEBL,32,uniform,3,3,32768,715.86,39.16,791.776
32uVEBL,32,uniform,3,3,65536,977.138,66.14,954.202
32uVEBL,32,uniform,3,3,131072,954.9,103.97,1030.8
32uVEBL,32,uniform,3,3,262144,890.913,126.37,957.686
32uVEBL,32,uniform,3,3,524288,701.448,156.32,788.685
32uVEBL,32,uniform,3,3,1048576,628.599,138.19,712.701
32uVEBL,32,uniform,3,3,2097152,679.718,170.06,727.984
32uVEBL,32,uniform,3,4,32,2506.25,26.02,450
32uVEBL,32,uniform,3,4,64,1442.19,40.94,321.875
32uVEBL,32,uniform,3,4,128,832.031,38.64,610.938
32uVEBL,32,uniform,3,4,256,790.234,26.98,521.094
32uVEBL,32,uniform,3,4,512,771.289,27.66,524.414
32uVEBL,32,uniform,3,4,1024,679.59,26.57,464.844
32uVEBL,32,uniform,3,4,2048,600.195,27.98,378.174
32uVEBL,32,uniform,3,4,4096,542.676,29.89,473.315
32uVEBL,32,uniform,3,4,8192,622.437,32.89,416.382
32uVEBL,32,uniform,3,4,16384,717.877,32.91,516.174
32uVEBL,32,uniform,3,4,32768,647.07,39.75,699.393
32uVEBL,32,uniform,3,4,65536,975.644,66.26,953.67
32uVEBL,32,uniform,3,4,131072,920.258,117.46,1008.95
32uVEBL,32,uniform,3,4,262144,884.479,131.01,964.746
32uVEBL,32,uniform,3,4,524288,713.803,136.02,773.911
32uVEBL,32,uniform,3,4,1048576,642.256,146.02,700.933
32uVEBL,32,uniform,3,4,2097152,675.971,162.45,709.896
32uVEBL,32,uniform,3,5,32,2243.75,27.64,475
32uVEBL,32,uniform,3,5,64,960.938,34.38,434.375
32uVEBL,32,uniform,3,5,128,787.5,29.53,463.281
32uVEBL,32,uniform,3,5,256,789.453,26.98,671.875
32uVEBL,32,uniform,3,5,512,780.273,27.65,532.227
32uVEBL,32,uniform,3,5,1024,944.922,32.89,595.898
32uVEBL,32,uniform,3,5,2048,842.188,34.62,488.428
32uVEBL,32,uniform,3,5,4096,714.502,35.08,428.589
32uVEBL,32,uniform,3,5,8192,723.706,43.4,505.103
32uVEBL,32,uniform,3,5,16384,774.756,38.84,571.625
32uVEBL,32,uniform,3,5,32768,760.635,44.53,725.293
32uVEBL,32,uniform,3,5,65536,941.55,67.09,904.562
32uVEBL,32,uniform,3,5,131072,941.339,97.15,1019.25
